ID,Arquitectura,Estado_Modelo,Tipo_Input,texto_raw,Texto_Input,Texto_Output,FIDELIDAD,CALIDAD,DOMINIO,ALUCINACION,Notas_Cualitativas
2,Llama 3,Base,Prompt 1,"""那么对不起得很，两柄剑都到了做哥哥的家里啦""","Then I am really very sorry, for both daggers would belong to my family then","So, sorry to say, both swords have arrived at Dage's home now",1.0,1.0,,,
2,Llama 3,Base,Prompt 1,"""他们是我的手下""",Those are my men,They are my subordinates,1.0,1.0,1.0,1.0,
1,MBart,Base,Texto Origen,"""对那些徒手肉搏者，这些堪比钢铁般坚硬的木刺，将会给他们留下深刻的印象""","To those fighting barehanded, these thorns that were as sturdy as steel would leave a lasting impression on them",These steel-hard wooden sticks will make a deep impression on the athletes,1.0,,,,"""Atletas"""
1,MBart,Fine-Tuned,Texto Origen,"""老毒物放蛇，真不要脸""",The Old Poison dispatches his snakes! Really shameless,The Old Poison is really shameless,1.0,1.0,1.0,1.0,
1,MBart,Fine-Tuned,Texto Origen,"""嘴巴张得老大，露出一嘴齐整的牙齿，牙关紧闭""","The mouths opened up with jaws clenched, revealing a set of even teeth","His mouth was wide open, revealing his well-formed teeth and tightly closed fangs",1.0,1.0,1.0,1.0,
2,Llama 3,Base,Prompt 2,"""伊上帝之降命，何修短之难哉""",Why did God make someone is life so short,"Since the will of Yishangdi has been decreed, what difficulty is there in distinguishing between the noble and the base, or in discerning the subtleties of life and death?",1.0,1.0,,,
2,Llama 3,Fine-Tuned,Prompt 1,"""他们是我的手下""",Those are my men,They are my subordinates,,,,,
1,MBart,Fine-Tuned,Texto Origen,"""苏秦背剑""",Reviving Qin Behind the Sword,Su Qin With Her Sword on Her Back,1.0,1.0,,,semanticamente correcto
1,MBart,Fine-Tuned,Texto Origen,"""大部分风刃则成功地绕过水莲，在后方重新汇聚，形成一个稍小的纠风，仍旧向那头荒级虚兽撞去""","But most of the wind blades dodged the water lotus and gathered together again, forming a smaller entangled wind, and charging towards the desolate level phantom beast","Most of the wind blades successfully detoured the water lotus and gathered at the rear, forming a small entangled wind that still charged towards that desolate level phantom beast",1.0,1.0,1.0,,
2,Llama 3,Fine-Tuned,Prompt 2,"""方源心中有明悟""",Fang Yuan comprehended inwardly,Fang Yuan had a clear understanding,1.0,1.0,1.0,1.0,
1,MBart,Base,Texto Origen,"""想这些有什么用""",What use is there in thinking about this,What's the use of thinking about this,1.0,1.0,1.0,,
2,Llama 3,Base,Prompt 2,"""他们之前在大殿内也讨论过，彼此都非常为难，因为荣耀弟子的身份，太重要了，在这之前，给的都是战死之人，还从来没过活人，可如今白小纯居然活蹦乱跳的出现在自己面前 这让他们在刚刚知道这个消息时，一个个都愣了一下""","That was one of the reasons why the discussion had been so difficult earlier. The position of Prestige disciple was extremely important, and had previously only been conferred upon people who had died in battle, never living disciples. And yet, here Bai Xiaochun was right in front of them, healthy and no worse for wear That was one reason why all of them had been so shocked to hear the news that he was alive","They had previously discussed this within the great hall, and each of them was deeply troubled, for the identity of Róng Yào Dì Zǐ was far too important; in the past, only those who had died in battle were given this title, and never had it been bestowed upon a living person, yet now, Bái Xiǎo Chún had suddenly appeared before them, alive and well, which left them all stunned and disbelieving when they first heard the news.",1.0,1.0,1.0,1.0,
2,Llama 3,Fine-Tuned,Prompt 1,"""我去哪啊""",Where am I supposed to go,Where am I going,1.0,1.0,1.0,,
2,Llama 3,Base,Prompt 2,"""现在还不是换取变化道仙蛊方，炼制变化道的其他仙蛊的时候""","Now was not the time to exchange them for transformation path Immortal Gu recipes, or the time to refine transformation path Immortal Gu","It was not yet time to exchange the Huànghé Dàoxiān Wāng Fāng, or to refine the other Xiān Wāng of the Huànghé Dàoxiān.",1.0,1.0,1.0,1.0,
2,Llama 3,Base,Prompt 1,"""方源，你怎么也想不到，会有今天吧""","Fang Yuan, you had never in your wildest imagination, expect this day to occur right","Fang Yuan, you didn't think that things would turn out this way, did you?",1.0,,,,
2,Llama 3,Fine-Tuned,Prompt 2,"""倒是真不错""",He is truly a good choice,It is not bad,1.0,1.0,1.0,1.0,
2,Llama 3,Base,Prompt 2,"""柯镇恶听了两人对答，知道郭靖懂得谦抑，心下也自喜欢""",Ke Zhen E was delighted listening to their conversation. He was proud that Guo Jing was well-behaved,"After listening to the exchange between the two, Ke Zhen'e realized that Guo Jing was capable of humility, and his heart couldn't help but feel a liking for him.",1.0,1.0,1.0,1.0,
2,Llama 3,Base,Prompt 2,"""元始仙尊的复活之法，方源知晓其中一个""",Fang Yuan knew one of Primordial Origin Immortal Venerable’s revival methods,"The secret to reviving Yuanshi Xianzun lay in a method known only to Fangyuan, who was aware of one part of the process.",1.0,1.0,1.0,1.0,
1,MBart,Base,Texto Origen,"""倒是真不错""",He is truly a good choice,It's really good,1.0,1.0,1.0,1.0,A nivel semantico muy similar
2,Llama 3,Fine-Tuned,Prompt 2,"""反倒是北岸，此刻居然为上官天佑欢呼，这欢呼声让上官天佑心里别扭，他知道北岸不是因为自己，而是因为白小纯才对自己发出欢呼，也就是说，就算与白小纯对战的是一头猪，北岸也会为这头猪喝彩，这么一想，上官天佑心底对白小纯，更为不悦""","The north bank, on the other hand, actually did start to cheer for Shangguan Tianyou. In response, Shangguan Tianyou frowned, aware that they weren't really cheering for him, but against Bai Xiaochun. The north bank would cheer for any oppon ent of Bai Xiaochun’s, even if it were a pig. The thought left Shangguan Tianyou even more displeased than before","The north bank disciples were cheering for Shangguan Tianyou, which made him feel very awkward. He knew that they weren’t cheering for him, but rather, for Bai Xiaochun. If Bai Xiaochun had been fighting a pig, the north bank disciples would have cheered for the pig. That thought made Shangguan Tianyou even more displeased with Bai Xiaochun",11.0,1.0,1.0,,
