ID,Arquitectura,Estado_Modelo,Tipo_Input,texto_raw,Texto_Input,Texto_Output,FIDELIDAD,CALIDAD,DOMINIO,ALUCINACION,Notas_Cualitativas
2,Llama 3,Base,Prompt 2,"""其中一个手段，是关于命牌蛊、魂灯蛊""",One of the methods was about life tablet Gu and soul lantern Gu,"Among these techniques, one was related to the Mìngpái Huò and the Hún Dēng Huò, mysterious and arcane methods that wove together the intricate threads of fate and the ethereal glow of the soul.",1.0,1.0,1.0,1.0,Alucinación
2,Llama 3,Base,Prompt 2,"""若是在平地之上，尺许小径又算得了甚么，可是这石梁下临深谷，别说行走，只望一眼也不免胆战心惊""","If this stone bridge were laid on the ground, it would act just like a narrow alley, nothing to be afraid of, but under the stone bridge was a deep canyon. Just looking at it would cause the heart to tremble with fear, let alone walk across it","On level ground, a narrow path of just a few feet would be of little concern, but this stone bridge hung over a deep chasm, and not only was it daunting to walk upon, merely glancing at it was enough to make one's heart tremble with fear, as if the very spirit was shaken.",,,,,
2,Llama 3,Fine-Tuned,Prompt 2,"""方源，你怎么也想不到，会有今天吧""","Fang Yuan, you had never in your wildest imagination, expect this day to occur right","Fang Yuan, you could not have imagined that this day would come",,,,,
1,MBart,Base,Texto Origen,"""但这个计划总会有完成的那一天，咱们不抓紧这次难得的机会怎么行""","But this plan will eventually be completed, aren’t we grabbing onto this chance when it is available to us",But this plan will always come to an end on the day when we don't take this difficult opportunity,1.0,,,,Bien
1,MBart,Fine-Tuned,Texto Origen,"""伊上帝之降命，何修短之难哉""",Why did God make someone is life so short,Why is it so difficult to become the subordinate of God,1.0,1.0,1.0,1.0,
2,Llama 3,Fine-Tuned,Prompt 1,"""轰的一声，他就与前方的元妖子与通天道人，直接撞在了一起，元妖子喷出鲜血，通天道人一样鲜血狂喷，二人倒退时，噬灵上人与广目天尊，哪怕有些迟疑，可还是前行阻拦，与白小纯再次碰触""","A boom could be heard as he slammed into Prince Ur-Demon and Daoist Heavenspan. Blood sprayed out of both of their mouths as they were sent tumbling to the side. As for Reverend Devourer and Celestial Virūpākṣa, although they were still leery about the situation, they still tried to block Bai Xiaochun’s path","A boom rang out as he slammed into Prince Ur-Demon and Daoist Heavenspan. Both of them coughed up blood, and were sent tumbling backward. Although Celestial Virūpākṣa and Celestial Devourer hesitated for a moment, they still tried to block Bai Xiaochun’s path",1.0,1.0,1.0,,
2,Llama 3,Fine-Tuned,Prompt 2,"""但这个计划总会有完成的那一天，咱们不抓紧这次难得的机会怎么行""","But this plan will eventually be completed, aren’t we grabbing onto this chance when it is available to us","But this plan will be completed one day, how can we let go of this rare opportunity",1.0,1.0,1.0,1.0,
2,Llama 3,Base,Prompt 1,"""嘴巴张得老大，露出一嘴齐整的牙齿，牙关紧闭""","The mouths opened up with jaws clenched, revealing a set of even teeth","His mouth was wide open, revealing a row of neat teeth, with his jaws tightly closed",1.0,,,,
1,MBart,Base,Texto Origen,"""泰琴拼尽全力，不惜施展损害自己的手段，终于将王蚁收服""",Tai Qin gave it her all and used methods that carried backlash to herself but finally subdued the ant queen,"Tai-Ting did his best to harm himself, and finally conquered the ants",11.0,,,,pierde el significado
1,MBart,Base,Texto Origen,"""提到弟弟丁言。 丁齐满脸悲伤愤怒""","Mentioning his brother, Ding Qi was extremely angry and upset",----,1.0,1.0,1.0,1.0,No devuelve traduccion
2,Llama 3,Fine-Tuned,Prompt 2,"""大小姐，你不妨将此事交给我处理，我来找她谈，付出一些代价也无妨""","Missy, leave this to me, I will negotiate with her, it is okay if we pay a small price","Missy, why don’t you let me handle this matter? I’ll talk to her and pay her some compensation",1.0,1.0,1.0,1.0,
2,Llama 3,Fine-Tuned,Prompt 2,"""东方长凡点点头""",Dong Fang Chang Fan nodded,Dong Fang Chang Fan nodded,1.0,1.0,1.0,1.0,
2,Llama 3,Base,Prompt 1,"""那也好，我宰了八人，再来助你""",I will come and help you after I have massacred these eight. Precisely,"That's alright, I'll kill eight people, then come to help you",11.0,1.0,1.0,1.0,
2,Llama 3,Fine-Tuned,Prompt 1,"""元始仙尊的复活之法，方源知晓其中一个""",Fang Yuan knew one of Primordial Origin Immortal Venerable’s revival methods,Fang Yuan knew one of the methods to revive Primordial Origin Immortal Venerable,,,,,
2,Llama 3,Fine-Tuned,Prompt 2,"""对那些徒手肉搏者，这些堪比钢铁般坚硬的木刺，将会给他们留下深刻的印象""","To those fighting barehanded, these thorns that were as sturdy as steel would leave a lasting impression on them","To those who fought barehanded, these spikes that were as hard as steel would leave a deep impression on them",11.0,,,,
2,Llama 3,Base,Prompt 2,"""想这些有什么用""",What use is there in thinking about this,What is the point of pondering these things?,1.0,,,,
2,Llama 3,Base,Prompt 1,"""气海老祖，你我之间其实并没有什么大的矛盾，完全可以和平共处""","Qi Sea Ancestor, we do not have a huge grudge between us, we can coexist in peace","Qihai Laozu, there is actually no great conflict between us, and we can coexist peacefully",1.0,1.0,1.0,1.0,
2,Llama 3,Fine-Tuned,Prompt 2,"""嘴巴张得老大，露出一嘴齐整的牙齿，牙关紧闭""","The mouths opened up with jaws clenched, revealing a set of even teeth","His mouth was wide open, revealing a row of neat teeth, his jaws were tightly shut",1.0,1.0,,,
2,Llama 3,Base,Prompt 2,"""那也好，我宰了八人，再来助你""",I will come and help you after I have massacred these eight. Precisely,"Very well, I will slay eight men and then come to assist you",1.0,1.0,1.0,1.0,
1,MBart,Base,Texto Origen,"""他最后说，我十分伤心，跟着你来的日子也不远了""",He finally said that his grief was so deep that the day he would follow her to the grave would not be far away,"Finally, he said, I am very sad, and the days of your coming are not far",1.0,1.0,1.0,1.0,no comments
2,Llama 3,Fine-Tuned,Prompt 2,"""老毒物放蛇，真不要脸""",The Old Poison dispatches his snakes! Really shameless,"The Old Poison is using snakes, he is really shameless",1.0,1.0,1.0,,
1,MBart,Fine-Tuned,Texto Origen,"""方源心中有明悟""",Fang Yuan comprehended inwardly,Fang Yuan had a realization,1.0,1.0,1.0,1.0,
2,Llama 3,Base,Prompt 2,"""他们是我的手下""",Those are my men,"They are my subordinates, the ones who follow my command and walk in my shadow, their loyalty and honor bound to mine like the unbreakable ties of fate that weave our destinies together.",1.0,1.0,1.0,,
2,Llama 3,Fine-Tuned,Prompt 1,"""欧阳锋道""",Hong Qigong said,Ouyang Feng said,1.0,1.0,1.0,1.0,
1,MBart,Base,Texto Origen,"""黄蓉道""",Huang Rong said,Huanglong Road,1.0,1.0,1.0,1.0,
2,Llama 3,Base,Prompt 1,"""这就是将来，巨阳仙尊血道有成之后，可以吞并长生天，使得自身实力实现恐怖暴涨""","In the future, after Giant Sun I mmortal Venerable’sblood path cultivation reach ac ertain level, he could annex Longevity Heaven to raise his strength to at errifying level","This is the future, after Jù Yáng Xiān Zūn's Xue Dao has been successful, it can swallow and make Chang Sheng Tiān stronger, making its own strength realize a terrifying explosion",1.0,1.0,1.0,1.0,
2,Llama 3,Fine-Tuned,Prompt 2,"""常山yīn的过去，早已经成为一个关于英雄的传说，在北原大地上广为流传""","Chang Shan Yin's past was a heroic tale, it was widely spread in northern plains","Chang Shan Yin’s past had already become a legend of a hero, spreading all over northern plains",1.0,1.0,,,
2,Llama 3,Base,Prompt 2,"""欧阳锋道""",Hong Qigong said,"Ouyang Feng's swordsmanship was as unpredictable as a tempest, leaving his opponents bewildered and helpless, like autumn leaves torn asunder by a gust of wind, as he wielded his blade with the finesse of a summer breeze, his every move a masterful blend of the subtle and the sublime, a true embodiment of the unbridled fury and elegance that defined the pinnacle of Wudangquan, his artistry with the sword a testament to the transcendent beauty that arose from the harmony of heaven and earth.",1.0,1.0,,,Alucinación
2,Llama 3,Base,Prompt 1,"""倒是真不错""",He is truly a good choice,It's actually not bad,1.0,1.0,1.0,1.0,
2,Llama 3,Base,Prompt 2,"""在仙元方面，巨阳仙尊应当占据优势。 在炼蛊方面，是方源占据优势""","In terms of immortal essence, Giant Sun Immortal Venerable should have an advantage, in terms of Gu refinement, Fang Yuan has the advantage","In the realm of Xiān Yuán, the Jù Yáng Xiān Zūn ought to hold the upper hand. However, when it comes to the refinement of Gu, it is Fāng Yuán who possesses the advantage.",1.0,,,,
2,Llama 3,Fine-Tuned,Prompt 1,"""泰琴拼尽全力，不惜施展损害自己的手段，终于将王蚁收服""",Tai Qin gave it her all and used methods that carried backlash to herself but finally subdued the ant queen," Tai Qin used all her strength, even using methods that harmed herself, to finally subdue the king ant",1.0,1.0,1.0,,King en vez de Queen
1,MBart,Fine-Tuned,Texto Origen,"""大小姐，你不妨将此事交给我处理，我来找她谈，付出一些代价也无妨""","Missy, leave this to me, I will negotiate with her, it is okay if we pay a small price","Young miss, you might as well hand this matter to me, I can talk to her and pay a price for it",1.0,1.0,1.0,1.0,
2,Llama 3,Fine-Tuned,Prompt 2,"""虽然我并非黄金血脉。 参与王庭争霸，就是为了混迹到八十八角真阳楼中捞取好处""","Although I am not of the Huang Jin bloodline, I participated in the fight for Imperial Court to get some benefits from Eighty-Eight True Yang Building","Even though I am not of Huang Jin bloodline, I am participating in the Imperial Court contest to get into Eighty-Eight True Yang Building and gain benefits",,,,,
2,Llama 3,Fine-Tuned,Prompt 1,"""伊上帝之降命，何修短之难哉""",Why did God make someone is life so short,"The Lord God has decreed it, how can we defy it",1.0,1.0,1.0,1.0,
