ID,Arquitectura,Estado_Modelo,Tipo_Input,texto_raw,Texto_Input,Texto_Output,FIDELIDAD,CALIDAD,DOMINIO,ALUCINACION,Notas_Cualitativas
1,MBart,Fine-Tuned,Texto Origen,"""这就是将来，巨阳仙尊血道有成之后，可以吞并长生天，使得自身实力实现恐怖暴涨""","In the future, after Giant Sun I mmortal Venerable’sblood path cultivation reach ac ertain level, he could annex Longevity Heaven to raise his strength to at errifying level","In the future, when Giant Sun Immortal Venerable succeeds in blood path, he would be able to annex Longevity Heaven, his strength would rise drastically",,,,,
2,Llama 3,Base,Prompt 2,"""提到弟弟丁言。 丁齐满脸悲伤愤怒""","Mentioning his brother, Ding Qi was extremely angry and upset","Mentioning his younger brother, Ding Yan, Ding Qi's face was filled with sorrow and indignation",,,,,
2,Llama 3,Fine-Tuned,Prompt 1,"""这就是将来，巨阳仙尊血道有成之后，可以吞并长生天，使得自身实力实现恐怖暴涨""","In the future, after Giant Sun I mmortal Venerable’sblood path cultivation reach ac ertain level, he could annex Longevity Heaven to raise his strength to at errifying level","This was the future, after Giant Sun Immortal Venerable became a blood path expert, he could annex Longevity Heaven and raise his strength by a terrifying amount",,,,,
1,MBart,Base,Texto Origen,"""现在还不是换取变化道仙蛊方，炼制变化道的其他仙蛊的时候""","Now was not the time to exchange them for transformation path Immortal Gu recipes, or the time to refine transformation path Immortal Gu","Now is not the time to change the way of the witchcraft, to refine the other witchcraft of the witchcraft",,,,,Pierde el hilo
2,Llama 3,Base,Prompt 1,"""刚想到这里，陆畏因眼前忽然一黑""","While thinking of this, Lu Wei Yin’s vision suddenly turned dark","As soon as he thought of this, Lu Wei's eyes suddenly darkened",,,,,
2,Llama 3,Base,Prompt 2,"""反倒是北岸，此刻居然为上官天佑欢呼，这欢呼声让上官天佑心里别扭，他知道北岸不是因为自己，而是因为白小纯才对自己发出欢呼，也就是说，就算与白小纯对战的是一头猪，北岸也会为这头猪喝彩，这么一想，上官天佑心底对白小纯，更为不悦""","The north bank, on the other hand, actually did start to cheer for Shangguan Tianyou. In response, Shangguan Tianyou frowned, aware that they weren't really cheering for him, but against Bai Xiaochun. The north bank would cheer for any oppon ent of Bai Xiaochun’s, even if it were a pig. The thought left Shangguan Tianyou even more displeased than before","It was actually the north shore that was cheering for Shàngguān Tiān Yòu at this moment, and these cheers made Shàngguān Tiān Yòu feel uncomfortable in his heart. He knew that the north shore was not cheering for him, but for Bái Xiǎo Chún, which meant that even if Bái Xiǎo Chún were fighting a pig, the north shore would still cheer for the pig. With this thought, Shàngguān Tiān Yòu's displeasure towards Bái Xiǎo Chún grew even deeper in his heart.",,,,,
1,MBart,Fine-Tuned,Texto Origen,"""我全身发抖，冷得很""","I was shaking all over, I was very cold.","I was shaking all over, I was very cold",,,,,
2,Llama 3,Fine-Tuned,Prompt 2,"""伊上帝之降命，何修短之难哉""",Why did God make someone is life so short,The will of God is difficult to defy,,,,,
1,MBart,Base,Texto Origen,"""柯镇恶听了两人对答，知道郭靖懂得谦抑，心下也自喜欢""",Ke Zhen E was delighted listening to their conversation. He was proud that Guo Jing was well-behaved,"When he heard the two answers, he knew that Guo Ying knew how to be humble and loved himself",,,,,
1,MBart,Fine-Tuned,Texto Origen,"""想这些有什么用""",What use is there in thinking about this,What’s the use in thinking about this,,,,,
1,MBart,Fine-Tuned,Texto Origen,"""在这过程中，不死皮，不死金刚，不死筋 也都全部恢复，甚至白小纯有种强烈的感觉，此刻的不死卷，与他之前所拥有的，不大一样""","As it happened, his Undying Skin, Undying Heavenly King, and Undying Tendons all recovered completely. Furthermore, Bai Xiaochun could sense that this version of the Undying Codex was somehow different than what he had cultivated before","During the process, his Undying Skin, Undying Heavenly King, and Undying Tendons all recovered. In fact, Bai Xiaochun couldn’t help but imagine how different the Undying Codex from before was",,,,,
2,Llama 3,Fine-Tuned,Prompt 1,"""方源面色仍旧冷漠，就算是道歉，都是一脸高傲的样子""","Fang Yuan had a cold expression, even when he apologized, he had an arrogant look","Fang Yuan’s expression was still cold, even when he apologized, he had a proud expression",,,,,
1,MBart,Base,Texto Origen,"""古月方想口中喃喃，捂住心口""","Gu Yue Fang Xiang muttered, his hand over his heart","The Ancient moon mutters in their mouths, covering their hearts",,,,,No identifica el sujeto singular
2,Llama 3,Fine-Tuned,Prompt 1,"""东方长凡点点头""",Dong Fang Chang Fan nodded,Dong Fang Chang Fan nodded,,,,,
2,Llama 3,Base,Prompt 1,"""常山yīn的过去，早已经成为一个关于英雄的传说，在北原大地上广为流传""","Chang Shan Yin's past was a heroic tale, it was widely spread in northern plains","The past of Changshan Yin had already become a legendary story about a hero, widely spread on the Beiyuan continent",,,,,
1,MBart,Fine-Tuned,Texto Origen,"""智道三元要素，分别是念、意、情""","Wisdom path had three elements, thoughts, wills, and emotions","Wisdom path had three elements, thoughts, wills, and emotions",,,,,
2,Llama 3,Base,Prompt 1,"""苏秦背剑""",Reviving Qin Behind the Sword,Su Qin wears a sword on his back,,,,,
