ID,Arquitectura,Estado_Modelo,Tipo_Input,texto_raw,Texto_Input,Texto_Output,FIDELIDAD,CALIDAD,DOMINIO,ALUCINACION,Notas_Cualitativas
1,MBart,Fine-Tuned,Texto Origen,"""虽然我并非黄金血脉。 参与王庭争霸，就是为了混迹到八十八角真阳楼中捞取好处""","Although I am not of the Huang Jin bloodline, I participated in the fight for Imperial Court to get some benefits from Eighty-Eight True Yang Building","Although I am not of Huang Jin bloodline, participating in the Imperial Court contest is to get into Eighty-Eight True Yang Building and gain benefits",1.0,1.0,1.0,,
2,Llama 3,Base,Prompt 1,"""想这些有什么用""",What use is there in thinking about this,What's the point of thinking about these things,1.0,1.0,1.0,1.0,
1,MBart,Base,Texto Origen,"""其中一个手段，是关于命牌蛊、魂灯蛊""",One of the methods was about life tablet Gu and soul lantern Gu,"One of them is the one about the spell of life, the spell of soul.",1.0,1.0,1.0,1.0,no pilla Gu
2,Llama 3,Base,Prompt 1,"""反倒是北岸，此刻居然为上官天佑欢呼，这欢呼声让上官天佑心里别扭，他知道北岸不是因为自己，而是因为白小纯才对自己发出欢呼，也就是说，就算与白小纯对战的是一头猪，北岸也会为这头猪喝彩，这么一想，上官天佑心底对白小纯，更为不悦""","The north bank, on the other hand, actually did start to cheer for Shangguan Tianyou. In response, Shangguan Tianyou frowned, aware that they weren't really cheering for him, but against Bai Xiaochun. The north bank would cheer for any oppon ent of Bai Xiaochun’s, even if it were a pig. The thought left Shangguan Tianyou even more displeased than before","On the contrary, it was the north shore that was cheering for Shang Guan Tianyou at this moment, and this cheer made Shang Guan Tianyou feel awkward in his heart. He knew that the north shore was not cheering for himself, but for Bai Xiaochun, which meant that even if the one fighting against Bai Xiaochun was a pig, the north shore would still cheer for the pig. Thinking of this, Shang Guan Tianyou was even more displeased with Bai Xiaochun in his heart",,,,,
2,Llama 3,Fine-Tuned,Prompt 1,"""我全身发抖，冷得很""","I was shaking all over, I was very cold.","My whole body is shaking, I am very cold",1.0,1.0,1.0,,
1,MBart,Base,Texto Origen,"""嘴巴张得老大，露出一嘴齐整的牙齿，牙关紧闭""","The mouths opened up with jaws clenched, revealing a set of even teeth","The mouth is wide open, with a well-formed mouth and tight teeth",1.0,,,,singular en vez de plural
1,MBart,Fine-Tuned,Texto Origen,"""若非方源不想在炎煌雷泽仙僵面前，暴露了定仙游和自己的身份，他早就赶到了""","If not for the fact that Fang Yuan did not want to expose Fixed Immortal Travel and his identity in front of the Blazing Glory Lightning Brilliance immortal zombie, he would have arrived long ago","If Fang Yuan did not want to expose Fixed Immortal Travel and his identity in front of the Blazing Glory Lightning Brilliance immortal zombie, he would have arrived already",,,,,
1,MBart,Fine-Tuned,Texto Origen,"""轰的一声，他就与前方的元妖子与通天道人，直接撞在了一起，元妖子喷出鲜血，通天道人一样鲜血狂喷，二人倒退时，噬灵上人与广目天尊，哪怕有些迟疑，可还是前行阻拦，与白小纯再次碰触""","A boom could be heard as he slammed into Prince Ur-Demon and Daoist Heavenspan. Blood sprayed out of both of their mouths as they were sent tumbling to the side. As for Reverend Devourer and Celestial Virūpākṣa, although they were still leery about the situation, they still tried to block Bai Xiaochun’s path","Rumbling sounds could be heard as he slammed into Prince Ur-Demon and Daoist Heavenspan, causing blood to spray out of their mouths. Daoist Heavenspan also coughed up a huge mouthful of blood, and both of them tumbled backward. Reverend Devourer and Celestial Virūpākṣa hesitated for a moment, but then blocked their path and reached Bai Xiaochun again",,,,,
2,Llama 3,Fine-Tuned,Prompt 2,"""想这些有什么用""",What use is there in thinking about this,What is the point of thinking about this,1.0,,,,
2,Llama 3,Base,Prompt 1,"""欧阳锋道""",Hong Qigong said,Ouyang Fengdao,1.0,1.0,,,
1,MBart,Base,Texto Origen,"""老毒物放蛇，真不要脸""",The Old Poison dispatches his snakes! Really shameless,Don't make faces with the old poison,1.0,1.0,1.0,1.0,
2,Llama 3,Base,Prompt 1,"""一灯道""",Yideng said,Yideng Dao,1.0,,,,
1,MBart,Base,Texto Origen,"""领队的武官叫道""",The leader shouted in response,The commander cried,1.0,1.0,1.0,,Tampoco hay que llorar
1,MBart,Fine-Tuned,Texto Origen,"""我去哪啊""",Where am I supposed to go,Where am I going,1.0,1.0,11.0,,
1,MBart,Fine-Tuned,Texto Origen,"""算不尽仙友，你是智道蛊仙更当明白眼前的局势""","Friend Suan Bu Jin, as a wisdom path Gu Immortal, you should be even more aware of the current situation","Friend Suan Bu Jin, you are a wisdom path Gu Immortal, you should understand the current situation",1.0,1.0,1.0,1.0,
2,Llama 3,Base,Prompt 2,"""黄蓉道""",Huang Rong said,Huang Rong said,1.0,,,,
1,MBart,Base,Texto Origen,"""虽然我并非黄金血脉。 参与王庭争霸，就是为了混迹到八十八角真阳楼中捞取好处""","Although I am not of the Huang Jin bloodline, I participated in the fight for Imperial Court to get some benefits from Eighty-Eight True Yang Building","Although I am not the golden blood of the kingdom, I joined the kingdom's rivalry in order to gain advantage by wandering through the eighty-eighth corner of the main square",1.0,1.0,,,"Las entidades no las pilla bien, pero en general se entiende"
1,MBart,Fine-Tuned,Texto Origen,"""领队的武官叫道""",The leader shouted in response, The leader shouted,1.0,1.0,1.0,,
1,MBart,Fine-Tuned,Texto Origen,"""那么对不起得很，两柄剑都到了做哥哥的家里啦""","Then I am really very sorry, for both daggers would belong to my family then","Then I am very sorry, both swords have come to my family",1.0,1.0,1.0,1.0,
2,Llama 3,Fine-Tuned,Prompt 2,"""若非方源不想在炎煌雷泽仙僵面前，暴露了定仙游和自己的身份，他早就赶到了""","If not for the fact that Fang Yuan did not want to expose Fixed Immortal Travel and his identity in front of the Blazing Glory Lightning Brilliance immortal zombie, he would have arrived long ago","If Fang Yuan did not want to expose Fixed Immortal Travel and his identity in front of Immortal Zombie Yi Huang Lei Ze, he would have arrived long ago",,,,,
2,Llama 3,Base,Prompt 2,"""东方长凡点点头""",Dong Fang Chang Fan nodded,"Dōngfāng Chángfán nodded his head in agreement, his movements economical and understated, much like the subtle yet unyielding rhythms of the natural world.",1.0,1.0,1.0,1.0,
2,Llama 3,Fine-Tuned,Prompt 2,"""在仙元方面，巨阳仙尊应当占据优势。 在炼蛊方面，是方源占据优势""","Gramaticalmente parece bien, pero no tiene sentido","In terms of immortal essence, Giant Sun Immortal Venerable should have the advantage, while in terms of Gu refinement, Fang Yuan should have the advantage",1.0,,,,
1,MBart,Fine-Tuned,Texto Origen,"""但这个计划总会有完成的那一天，咱们不抓紧这次难得的机会怎么行""","But this plan will eventually be completed, aren’t we grabbing onto this chance when it is available to us","But there will always be a day when this plan is completed, if we do not grab this rare opportunity, what will happen",1.0,1.0,1.0,1.0,
2,Llama 3,Base,Prompt 1,"""若非方源不想在炎煌雷泽仙僵面前，暴露了定仙游和自己的身份，他早就赶到了""","If not for the fact that Fang Yuan did not want to expose Fixed Immortal Travel and his identity in front of the Blazing Glory Lightning Brilliance immortal zombie, he would have arrived long ago","If it weren't for Fangyuan, he wouldn't have revealed Dingxian You and his own identity in front of Yanhuang Leize Xianjing, he would have arrived earlier",,,,,Inventa otra situación
2,Llama 3,Fine-Tuned,Prompt 1,"""其中一个手段，是关于命牌蛊、魂灯蛊""",One of the methods was about life tablet Gu and soul lantern Gu,One of the methods was related to fate tablet Gu and soul lantern Gu,1.0,,,,
2,Llama 3,Fine-Tuned,Prompt 1,"""刚想到这里，陆畏因眼前忽然一黑""","While thinking of this, Lu Wei Yin’s vision suddenly turned dark","Just as he thought of this, Lu Wei Yin’s vision turned dark",1.0,1.0,,,
2,Llama 3,Fine-Tuned,Prompt 1,"""古月方想口中喃喃，捂住心口""","Gu Yue Fang Xiang muttered, his hand over his heart","Gu Yue Fang Xiang muttered, holding his chest",1.0,1.0,1.0,1.0,
2,Llama 3,Fine-Tuned,Prompt 2,"""他们是我的手下""",Those are my men,They are my subordinates,1.0,1.0,,,
2,Llama 3,Base,Prompt 1,"""他最后说，我十分伤心，跟着你来的日子也不远了""",He finally said that his grief was so deep that the day he would follow her to the grave would not be far away,"He finally said, I am very sad, the days of following you are not far away",1.0,1.0,1.0,1.0,
2,Llama 3,Fine-Tuned,Prompt 1,"""但这个计划总会有完成的那一天，咱们不抓紧这次难得的机会怎么行""","But this plan will eventually be completed, aren’t we grabbing onto this chance when it is available to us","But this plan will be completed one day, how can we let this rare opportunity slip away",1.0,1.0,1.0,1.0,
2,Llama 3,Fine-Tuned,Prompt 2,"""但此茶却是个例外，要一口气喝掉""","ut this tea was different, one had to gulp it in one mouthful","But this tea was an exception, it had to be drunk in one gulp",1.0,,,,
1,MBart,Fine-Tuned,Texto Origen,"""一灯道""",Yideng said,Huang Rong asked,1.0,1.0,,,Overfitting
2,Llama 3,Base,Prompt 1,"""其中一个手段，是关于命牌蛊、魂灯蛊""",One of the methods was about life tablet Gu and soul lantern Gu,"One of the moves is about Mìng Pái Huò, Hún Dēng Huò",1.0,1.0,1.0,,
