Modelo;Texto_Raw;Texto_Input;Traduccion_Raw
Gemini;"提到弟弟丁言。 丁齐满脸悲伤愤怒";Mentioning his brother, Ding Qi was extremely angry and upset;"Mentioning his younger brother Ding Yan, Ding Qi's face was full of grief and anger."
Gemini;"黄蓉道";Huang Rong said;"Huang Rong said."
Gemini;"大小姐，你不妨将此事交给我处理，我来找她谈，付出一些代价也无妨";Missy, leave this to me, I will negotiate with her, it is okay if we pay a small price;"Young lady, why don't you let me handle this? I'll go talk to her, even if it costs something."
Gemini;"现在还不是换取变化道仙蛊方，炼制变化道的其他仙蛊的时候";Now was not the time to exchange them for transformation path Immortal Gu recipes, or the time to refine transformation path Immortal Gu;"Now is not the time to exchange for the transformation path immortal Gu formula, or to refine other transformation path immortal Gu."
Gemini;"苏秦背剑";Reviving Qin Behind the Sword;"Su Qin carrying a sword."
Gemini;"轰的一声，他就与前方的元妖子与通天道人，直接撞在了一起，元妖子喷出鲜血，通天道人一样鲜血狂喷，二人倒退时，噬灵上人与广目天尊，哪怕有些迟疑，可还是前行阻拦，与白小纯再次碰触";A boom could be heard as he slammed into Prince Ur-Demon and Daoist Heavenspan. Blood sprayed out of both of their mouths as they were sent tumbling to the side. As for Reverend Devourer and Celestial Virūpākṣa, although they were still leery about the situation, they still tried to block Bai Xiaochun’s path;"With a boom, he directly collided with Yuan Yaozi and Tongtian Daoist in front of him. Yuan Yaozi spat out blood, and Tongtian Daoist also spewed blood. As they retreated, Shi Ling Shangren and Guangmu Tianzun, despite their hesitation, still moved forward to intercept, and collided with Bai Xiaochun again."
Gemini;"其中一个手段，是关于命牌蛊、魂灯蛊";One of the methods was about life tablet Gu and soul lantern Gu;"One of the methods is related to fate token Gu, soul lamp Gu."
Gemini;"他最后说，我十分伤心，跟着你来的日子也不远了";He finally said that his grief was so deep that the day he would follow her to the grave would not be far away;"He finally said, I am very sad, the day I follow you is not far off."
Gemini;"刚想到这里，陆畏因眼前忽然一黑";While thinking of this, Lu Wei Yin’s vision suddenly turned dark;"As soon as he thought of this, Lu Weiyin's eyes suddenly went dark."
Gemini;"欧阳锋道";Hong Qigong said;"Ouyang Feng said."
Gemini;"一灯道";Yideng said;"Yi Deng said."
Gemini;"大部分风刃则成功地绕过水莲，在后方重新汇聚，形成一个稍小的纠风，仍旧向那头荒级虚兽撞去";But most of the wind blades dodged the water lotus and gathered together again, forming a smaller entangled wind, and charging towards the desolate level phantom beast;"Most of the wind blades successfully bypassed the water lotus, regrouped behind, forming a slightly smaller wind vortex, still charging towards that desolate beast."
Gemini;"嘴巴张得老大，露出一嘴齐整的牙齿，牙关紧闭";The mouths opened up with jaws clenched, revealing a set of even teeth;"His mouth gaped wide, revealing a set of neat teeth, tightly clenched."
Gemini;"伊上帝之降命，何修短之难哉";Why did God make someone is life so short;"By the decree of God, how can Xiu Duan find it difficult?"
Gemini;"东方长凡点点头";Dong Fang Chang Fan nodded;"Dongfang Changfan nodded."
Gemini;"倒是真不错";He is truly a good choice;"It's quite good, indeed."
Gemini;"泰琴拼尽全力，不惜施展损害自己的手段，终于将王蚁收服";Tai Qin gave it her all and used methods that carried backlash to herself but finally subdued the ant queen;"Tai Qin exerted all his strength, not hesitating to use methods that harmed himself, and finally subdued the king ant."
Gemini;"柯镇恶听了两人对答，知道郭靖懂得谦抑，心下也自喜欢";Ke Zhen E was delighted listening to their conversation. He was proud that Guo Jing was well-behaved;"Ke Zhen'e listened to their conversation and knew that Guo Jing understood humility, which made him happy."
Gemini;"但此茶却是个例外，要一口气喝掉";ut this tea was different, one had to gulp it in one mouthful;"But this tea is an exception, it must be drunk in one go."
Gemini;"领队的武官叫道";The leader shouted in response;"The leading military officer shouted."
Gemini;"而现在，他只有将自身强悍到了极致后，才有把握，将那看似打不死的雷山，直接轰杀，一旦将其轰杀，白小纯就可以在无人追击中，彻底逃遁出去";Right now, Bai Xiaochun knew that he had to become as powerful as he possibly could. He needed to cut down the seemingly unkillable Lei Shan, which would give them the oppor tunity to truly escape;"And now, only by strengthening himself to the extreme would he have the confidence to directly blast the seemingly immortal Lei Shan to death. Once it was killed, Bai Xiaochun could completely escape without being pursued."
Gemini;"气海老祖，你我之间其实并没有什么大的矛盾，完全可以和平共处";Qi Sea Ancestor, we do not have a huge grudge between us, we can coexist in peace;"Ancestor Qi Hai, there is actually no major conflict between you and me, we can coexist peacefully."
Gemini;"若非方源不想在炎煌雷泽仙僵面前，暴露了定仙游和自己的身份，他早就赶到了";If not for the fact that Fang Yuan did not want to expose Fixed Immortal Travel and his identity in front of the Blazing Glory Lightning Brilliance immortal zombie, he would have arrived long ago;"If Fang Yuan didn't want to reveal his identity and that of the Immortal Traveler Gu to the Yan Huang Lei Ze immortal zombie, he would have already arrived."
Gemini;"常山yīn的过去，早已经成为一个关于英雄的传说，在北原大地上广为流传";Chang Shan Yin's past was a heroic tale, it was widely spread in northern plains;"Chang Shanyin's past has long become a legend about a hero, widely spread on the land of Northern Plains."
Gemini;"我全身发抖，冷得很";I was shaking all over, I was very cold.;"My whole body is trembling, I am very cold."
Gemini;"这就是将来，巨阳仙尊血道有成之后，可以吞并长生天，使得自身实力实现恐怖暴涨";In the future, after Giant Sun I mmortal Venerable’sblood path cultivation reach ac ertain level, he could annex Longevity Heaven to raise his strength to at errifying level;"This is the future. After Giant Sun Immortal Venerable achieves success in the blood path, he can annex the Longevity Heaven, making his strength surge terrifyingly."
Gemini;"元始仙尊的复活之法，方源知晓其中一个";Fang Yuan knew one of Primordial Origin Immortal Venerable’s revival methods;"Fang Yuan knows one of the methods to revive Primordial Beginning Immortal Venerable."
Gemini;"他们之前在大殿内也讨论过，彼此都非常为难，因为荣耀弟子的身份，太重要了，在这之前，给的都是战死之人，还从来没过活人，可如今白小纯居然活蹦乱跳的出现在自己面前 这让他们在刚刚知道这个消息时，一个个都愣了一下";That was one of the reasons why the discussion had been so difficult earlier. The position of Prestige disciple was extremely important, and had previously only been conferred upon people who had died in battle, never living disciples. And yet, here Bai Xiaochun was right in front of them, healthy and no worse for wear That was one reason why all of them had been so shocked to hear the news that he was alive;"They had discussed it in the hall before, and they were all very troubled because the status of a glorious disciple was too important. Before, it was only given to those who died in battle, never to the living. But now Bai Xiaochun actually appeared before them alive and kicking. This made them all stunned when they first heard the news."
Gemini;"我去哪啊";Where am I supposed to go;"Where am I going?"
Gemini;"老毒物放蛇，真不要脸";The Old Poison dispatches his snakes! Really shameless;"Old poison releases snakes, what a disgrace!"
Gemini;"那也好，我宰了八人，再来助你";I will come and help you after I have massacred these eight. Precisely;"That's fine, I'll kill eight people and then come help you."
Gemini;"但这个计划总会有完成的那一天，咱们不抓紧这次难得的机会怎么行";But this plan will eventually be completed, aren’t we grabbing onto this chance when it is available to us;"But this plan will eventually be completed. How can we not seize this rare opportunity?"
Gemini;"智道三元要素，分别是念、意、情";Wisdom path had three elements, thoughts, wills, and emotions;"The three fundamental elements of the wisdom path are thought, intention, and emotion."
Gemini;"方源心中有明悟";Fang Yuan comprehended inwardly;"Fang Yuan had a realization in his heart."
Gemini;"他们是我的手下";Those are my men;"They are my subordinates."
Gemini;"想这些有什么用";What use is there in thinking about this;"What's the use of thinking about these things?"
Gemini;"这落魄谷中，居然有盗天真传";Luo Po valley actually has a Thieving Heaven true inheritance?;"There is actually a true inheritance of Heaven's Theft in this Fallen River Valley."
Gemini;"在这过程中，不死皮，不死金刚，不死筋 也都全部恢复，甚至白小纯有种强烈的感觉，此刻的不死卷，与他之前所拥有的，不大一样";As it happened, his Undying Skin, Undying Heavenly King, and Undying Tendons all recovered completely. Furthermore, Bai Xiaochun could sense that this version of the Undying Codex was somehow different than what he had cultivated before;"In this process, the undying skin, undying vajra, and undying sinews all recovered. Moreover, Bai Xiaochun had a strong feeling that the Undying Scroll he possessed now was not the same as before."
Gemini;"方源面色仍旧冷漠，就算是道歉，都是一脸高傲的样子";Fang Yuan had a cold expression, even when he apologized, he had an arrogant look;"Fang Yuan's expression remained indifferent, even his apologies were delivered with an air of arrogance."
Gemini;"你居然一直在欺骗我们";You actually were deceiving us;"You've been deceiving us all along."
OpenAI;"算不尽仙友，你是智道蛊仙更当明白眼前的局势";Friend Suan Bu Jin, as a wisdom path Gu Immortal, you should be even more aware of the current situation;"Calculate the immortal friend, you are a wisdom path Gu Immortal who should understand the current situation"
OpenAI;"立刻这上百药草形成的药液，骤然落下，在与这血湖碰触的瞬间，如同相互之间有强烈的排斥，直接爆发，燃烧成为黑色的火焰，覆盖整个血湖";As they flew through the air, they transformed into a medicinal liquid. When that entered the blood lake, a powerful expulsion force erupted out, and the burning caused a black smoke to rise up and fill the area;"Immediately, the medicinal liquid formed by hundreds of herbs fell down. At the moment of contact with the blood lake, it erupted as if there was a strong repulsion between them, directly bursting into black flames, covering the entire blood lake"
OpenAI;"对那些徒手肉搏者，这些堪比钢铁般坚硬的木刺，将会给他们留下深刻的印象";To those fighting barehanded, these thorns that were as sturdy as steel would leave a lasting impression on them;"For those who fight bare-handed, these wood thorns as hard as steel will leave a deep impression on them"
OpenAI;"古月方想口中喃喃，捂住心口";Gu Yue Fang Xiang muttered, his hand over his heart;"Gu Yuefang muttered to himself, covering his chest"
OpenAI;"若是在平地之上，尺许小径又算得了甚么，可是这石梁下临深谷，别说行走，只望一眼也不免胆战心惊";If this stone bridge were laid on the ground, it would act just like a narrow alley, nothing to be afraid of, but under the stone bridge was a deep canyon. Just looking at it would cause the heart to tremble with fear, let alone walk across it;"If it were on flat ground, a foot-long path wouldn't count for much, but under the stone beam overlooking a deep valley, not to mention walking, just looking at it would be terrifying"
OpenAI;"虽然我并非黄金血脉。 参与王庭争霸，就是为了混迹到八十八角真阳楼中捞取好处";Although I am not of the Huang Jin bloodline, I participated in the fight for Imperial Court to get some benefits from Eighty-Eight True Yang Building;"Although I am not of the Golden Bloodline. Participating in the battle for the king's court is to mix in and gain benefits in the Eighty-Eight True Yang Tower"
OpenAI;"反倒是北岸，此刻居然为上官天佑欢呼，这欢呼声让上官天佑心里别扭，他知道北岸不是因为自己，而是因为白小纯才对自己发出欢呼，也就是说，就算与白小纯对战的是一头猪，北岸也会为这头猪喝彩，这么一想，上官天佑心底对白小纯，更为不悦";The north bank, on the other hand, actually did start to cheer for Shangguan Tianyou. In response, Shangguan Tianyou frowned, aware that they weren't really cheering for him, but against Bai Xiaochun. The north bank would cheer for any oppon ent of Bai Xiaochun’s, even if it were a pig. The thought left Shangguan Tianyou even more displeased than before;"On the contrary, on the north bank, at this moment, it was actually Shangguan Tianyou who was cheering. This cheering made Shangguan Tianyou feel uncomfortable because he knew that the north bank was not cheering for him, but for Bai Xiaochun. In other words, even if he were to fight a pig against Bai Xiaochun, the north bank would still cheer for the pig. Thinking like this, Shangguan Tianyou felt even more displeased with Bai Xiaochun"
OpenAI;"在仙元方面，巨阳仙尊应当占据优势。 在炼蛊方面，是方源占据优势";In terms of immortal essence, Giant Sun Immortal Venerable should have an advantage, in terms of Gu refinement, Fang Yuan has the advantage;"In terms of immortal essence, Grandmaster of the Giant Sun should have the advantage. In terms of refining Gu, it is Fang Yuan who has the advantage"
OpenAI;"那么对不起得很，两柄剑都到了做哥哥的家里啦";Then I am really very sorry, for both daggers would belong to my family then;"I'm sorry, both swords have ended up at Big Brother's house"
OpenAI;"方源，你怎么也想不到，会有今天吧";Fang Yuan, you had never in your wildest imagination, expect this day to occur right;"Fang Yuan, you never thought it would come to this, did you"
OpenAI;"提到弟弟丁言。 丁齐满脸悲伤愤怒";Mentioning his brother, Ding Qi was extremely angry and upset;"When mentioning younger brother Ding Yan, Ding Qi's face was full of sadness and anger"
OpenAI;"黄蓉道";Huang Rong said;"Huang Rong said"
OpenAI;"大小姐，你不妨将此事交给我处理，我来找她谈，付出一些代价也无妨";Missy, leave this to me, I will negotiate with her, it is okay if we pay a small price;"Miss, you might as well leave this matter to me to handle. I will talk to her and pay some price if necessary"
OpenAI;"现在还不是换取变化道仙蛊方，炼制变化道的其他仙蛊的时候";Now was not the time to exchange them for transformation path Immortal Gu recipes, or the time to refine transformation path Immortal Gu;"Now is not the time to exchange for the Transformation Path Gu recipe, it is time to refine other Transformation Path Gu"
OpenAI;"苏秦背剑";Reviving Qin Behind the Sword;"Su Qin carried a sword on his back"
OpenAI;"轰的一声，他就与前方的元妖子与通天道人，直接撞在了一起，元妖子喷出鲜血，通天道人一样鲜血狂喷，二人倒退时，噬灵上人与广目天尊，哪怕有些迟疑，可还是前行阻拦，与白小纯再次碰触";A boom could be heard as he slammed into Prince Ur-Demon and Daoist Heavenspan. Blood sprayed out of both of their mouths as they were sent tumbling to the side. As for Reverend Devourer and Celestial Virūpākṣa, although they were still leery about the situation, they still tried to block Bai Xiaochun’s path;"With a bang, he collided directly with Yuan Yaozi and Tongtian Daoren in front of him. Yuan Yaozi spurted blood, Tongtian Daoren also spurted blood wildly. As the two retreated, Shiling Shangren and Guangmu Tianzun, despite some hesitation, still moved forward to intercept, coming into contact with Bai Xiaochun again"
OpenAI;"其中一个手段，是关于命牌蛊、魂灯蛊";One of the methods was about life tablet Gu and soul lantern Gu;"One of the methods involves the Fate Gu and Soul Lamp Gu"
OpenAI;"他最后说，我十分伤心，跟着你来的日子也不远了";He finally said that his grief was so deep that the day he would follow her to the grave would not be far away;"He finally said, I am very sad, the days following you are not far away"
OpenAI;"刚想到这里，陆畏因眼前忽然一黑";While thinking of this, Lu Wei Yin’s vision suddenly turned dark;"Just as he thought of this, Lu Weiin suddenly went black before his eyes"
OpenAI;"欧阳锋道";Hong Qigong said;"Ouyang Feng said"
OpenAI;"一灯道";Yideng said;"Yi Deng said"
OpenAI;"大部分风刃则成功地绕过水莲，在后方重新汇聚，形成一个稍小的纠风，仍旧向那头荒级虚兽撞去";But most of the wind blades dodged the water lotus and gathered together again, forming a smaller entangled wind, and charging towards the desolate level phantom beast;"Most of the wind blades successfully bypassed the water lotus, reuniting behind to form a slightly smaller wind vortex, still rushing towards the wild-class beast"
OpenAI;"嘴巴张得老大，露出一嘴齐整的牙齿，牙关紧闭";The mouths opened up with jaws clenched, revealing a set of even teeth;"His mouth opened wide, revealing a set of even teeth, tightly closed"
OpenAI;"伊上帝之降命，何修短之难哉";Why did God make someone is life so short;"The descent of the gods, how difficult it is to repair the shortcoming"
OpenAI;"东方长凡点点头";Dong Fang Chang Fan nodded;"Dongfang Changfan nodded"
OpenAI;"倒是真不错";He is truly a good choice;"It's really good"
OpenAI;"泰琴拼尽全力，不惜施展损害自己的手段，终于将王蚁收服";Tai Qin gave it her all and used methods that carried backlash to herself but finally subdued the ant queen;"Tai Qin exerted all his strength, using methods that harmed himself without hesitation, finally subduing Wang Yi"
OpenAI;"柯镇恶听了两人对答，知道郭靖懂得谦抑，心下也自喜欢";Ke Zhen E was delighted listening to their conversation. He was proud that Guo Jing was well-behaved;"After listening to the two people's conversation, Ke Zhen'e knew that Guo Jing was modest, and he felt pleased in his heart"
OpenAI;"但此茶却是个例外，要一口气喝掉";ut this tea was different, one had to gulp it in one mouthful;"But this tea is an exception, you have to drink it all in one go"
OpenAI;"领队的武官叫道";The leader shouted in response;"The leading military officer shouted"
OpenAI;"而现在，他只有将自身强悍到了极致后，才有把握，将那看似打不死的雷山，直接轰杀，一旦将其轰杀，白小纯就可以在无人追击中，彻底逃遁出去";Right now, Bai Xiaochun knew that he had to become as powerful as he possibly could. He needed to cut down the seemingly unkillable Lei Shan, which would give them the oppor tunity to truly escape;"And now, only when he has strengthened himself to the extreme, does he have the confidence to directly kill the seemingly indestructible Thunder Mountain. Once he kills it, Bai Xiaochun can completely escape without being pursued by anyone"
OpenAI;"气海老祖，你我之间其实并没有什么大的矛盾，完全可以和平共处";Qi Sea Ancestor, we do not have a huge grudge between us, we can coexist in peace;"Senior Qihai, there is actually no major conflict between us. We can coexist peacefully"
OpenAI;"若非方源不想在炎煌雷泽仙僵面前，暴露了定仙游和自己的身份，他早就赶到了";If not for the fact that Fang Yuan did not want to expose Fixed Immortal Travel and his identity in front of the Blazing Glory Lightning Brilliance immortal zombie, he would have arrived long ago;"If it weren't for Fang Yuan not wanting to expose his Immortal Gu and his identity in front of the Flame Haze Thunder Zombie, he would have arrived long ago"
OpenAI;"常山yīn的过去，早已经成为一个关于英雄的传说，在北原大地上广为流传";Chang Shan Yin's past was a heroic tale, it was widely spread in northern plains;"The past of Changshan Yin has long become a legend about heroes, widely circulated in the Northern Plains"
OpenAI;"我全身发抖，冷得很";I was shaking all over, I was very cold.;"I'm shivering, very cold"
OpenAI;"这就是将来，巨阳仙尊血道有成之后，可以吞并长生天，使得自身实力实现恐怖暴涨";In the future, after Giant Sun I mmortal Venerable’sblood path cultivation reach ac ertain level, he could annex Longevity Heaven to raise his strength to at errifying level;"This is the future, after the Giant Sun Immortal Venerable Blood Path is successful, it can swallow Longevity Heaven, causing its own strength to skyrocket"
OpenAI;"元始仙尊的复活之法，方源知晓其中一个";Fang Yuan knew one of Primordial Origin Immortal Venerable’s revival methods;"Fang Yuan is aware of one of the methods for the resurrection of the Primordial Origin Immortal Venerable"
OpenAI;"他们之前在大殿内也讨论过，彼此都非常为难，因为荣耀弟子的身份，太重要了，在这之前，给的都是战死之人，还从来没过活人，可如今白小纯居然活蹦乱跳的出现在自己面前 这让他们在刚刚知道这个消息时，一个个都愣了一下";That was one of the reasons why the discussion had been so difficult earlier. The position of Prestige disciple was extremely important, and had previously only been conferred upon people who had died in battle, never living disciples. And yet, here Bai Xiaochun was right in front of them, healthy and no worse for wear That was one reason why all of them had been so shocked to hear the news that he was alive;"They had discussed this in the main hall before, and they were both very troubled because the identity of the Glory Disciple was too important. Before this, they had only given it to those who died in battle, never to a living person. But now Bai Xiaochun actually appeared in front of them alive and kicking. When they first heard this news, they were all stunned"
OpenAI;"我去哪啊";Where am I supposed to go;"Where am I going"
OpenAI;"老毒物放蛇，真不要脸";The Old Poison dispatches his snakes! Really shameless;"The old poison released the snake, shameless"
OpenAI;"那也好，我宰了八人，再来助你";I will come and help you after I have massacred these eight. Precisely;"That's fine, I've killed eight people, I'll come help you"
OpenAI;"但这个计划总会有完成的那一天，咱们不抓紧这次难得的机会怎么行";But this plan will eventually be completed, aren’t we grabbing onto this chance when it is available to us;"But this plan will eventually be completed one day. How can we not seize this rare opportunity"
OpenAI;"智道三元要素，分别是念、意、情";Wisdom path had three elements, thoughts, wills, and emotions;"The three elements of the Wisdom Path are thought, intention, and emotion"
OpenAI;"方源心中有明悟";Fang Yuan comprehended inwardly;"Fang Yuan had a realization in his heart"
OpenAI;"他们是我的手下";Those are my men;"They are my subordinates"
OpenAI;"想这些有什么用";What use is there in thinking about this;"What's the use of thinking about these things"
OpenAI;"这落魄谷中，居然有盗天真传";Luo Po valley actually has a Thieving Heaven true inheritance?;"In this desolate valley, there is actually the Theft Heaven true inheritance"
OpenAI;"在这过程中，不死皮，不死金刚，不死筋 也都全部恢复，甚至白小纯有种强烈的感觉，此刻的不死卷，与他之前所拥有的，不大一样";As it happened, his Undying Skin, Undying Heavenly King, and Undying Tendons all recovered completely. Furthermore, Bai Xiaochun could sense that this version of the Undying Codex was somehow different than what he had cultivated before;"During this process, the Undying Skin, Undying Adamant, and Undying Tendons all recovered, and even Bai Xiaochun had a strong feeling that the current Undying Manual was somewhat different from what he had before"
OpenAI;"方源面色仍旧冷漠，就算是道歉，都是一脸高傲的样子";Fang Yuan had a cold expression, even when he apologized, he had an arrogant look;"Fang Yuan's expression remained indifferent. Even when apologizing, he still had a proud look on his face"
OpenAI;"你居然一直在欺骗我们";You actually were deceiving us;"You have been deceiving us all along"
Claude;"算不尽仙友，你是智道蛊仙更当明白眼前的局势";Friend Suan Bu Jin, as a wisdom path Gu Immortal, you should be even more aware of the current situation;"Incalculable immortal friends, you are a wisdom path Gu immortal and should understand the situation before us."
Claude;"立刻这上百药草形成的药液，骤然落下，在与这血湖碰触的瞬间，如同相互之间有强烈的排斥，直接爆发，燃烧成为黑色的火焰，覆盖整个血湖";As they flew through the air, they transformed into a medicinal liquid. When that entered the blood lake, a powerful expulsion force erupted out, and the burning caused a black smoke to rise up and fill the area;"Immediately, the medicinal liquid formed by hundreds of herbs suddenly fell down, and at the moment it touched the blood lake, as if there was a strong repulsion between them, it directly erupted, burning into black flames that covered the entire blood lake."
Claude;"对那些徒手肉搏者，这些堪比钢铁般坚硬的木刺，将会给他们留下深刻的印象";To those fighting barehanded, these thorns that were as sturdy as steel would leave a lasting impression on them;"For those who engage in unarmed combat, these wooden thorns as hard as steel will leave a deep impression on them."
Claude;"古月方想口中喃喃，捂住心口";Gu Yue Fang Xiang muttered, his hand over his heart;"Gu Yue Fang muttered in his mouth, covering his heart."
Claude;"若是在平地之上，尺许小径又算得了甚么，可是这石梁下临深谷，别说行走，只望一眼也不免胆战心惊";If this stone bridge were laid on the ground, it would act just like a narrow alley, nothing to be afraid of, but under the stone bridge was a deep canyon. Just looking at it would cause the heart to tremble with fear, let alone walk across it;"If it were on flat ground, what would a narrow path of a few feet matter, but this stone bridge hangs above a deep valley, let alone walking, just looking at it once would cause one's heart to tremble with fear."
Claude;"虽然我并非黄金血脉。 参与王庭争霸，就是为了混迹到八十八角真阳楼中捞取好处";Although I am not of the Huang Jin bloodline, I participated in the fight for Imperial Court to get some benefits from Eighty-Eight True Yang Building;"Although I am not of golden bloodline, participating in the royal court's struggle for supremacy is just to infiltrate the Eighty-Eight Angled True Yang Tower and reap benefits."
Claude;"反倒是北岸，此刻居然为上官天佑欢呼，这欢呼声让上官天佑心里别扭，他知道北岸不是因为自己，而是因为白小纯才对自己发出欢呼，也就是说，就算与白小纯对战的是一头猪，北岸也会为这头猪喝彩，这么一想，上官天佑心底对白小纯，更为不悦";The north bank, on the other hand, actually did start to cheer for Shangguan Tianyou. In response, Shangguan Tianyou frowned, aware that they weren't really cheering for him, but against Bai Xiaochun. The north bank would cheer for any oppon ent of Bai Xiaochun’s, even if it were a pig. The thought left Shangguan Tianyou even more displeased than before;"On the contrary, the North Shore was now cheering for Shangguan Tianyou, and this cheering made Shangguan Tianyou feel uncomfortable in his heart. He knew that the North Shore was not cheering for him because of himself, but because of Bai Xiaochun. In other words, even if the one fighting Bai Xiaochun was a pig, the North Shore would cheer for that pig. Thinking this way, Shangguan Tianyou became even more displeased with Bai Xiaochun in his heart."
Claude;"在仙元方面，巨阳仙尊应当占据优势。 在炼蛊方面，是方源占据优势";In terms of immortal essence, Giant Sun Immortal Venerable should have an advantage, in terms of Gu refinement, Fang Yuan has the advantage;"In terms of immortal essence, the Giant Yang Immortal Venerable should hold the advantage. In terms of Gu refinement, Fang Yuan holds the advantage."
Claude;"那么对不起得很，两柄剑都到了做哥哥的家里啦";Then I am really very sorry, for both daggers would belong to my family then;"Then I'm very sorry, both swords have ended up in the elder brother's home."
Claude;"方源，你怎么也想不到，会有今天吧";Fang Yuan, you had never in your wildest imagination, expect this day to occur right;"Fang Yuan, you never imagined there would be a day like this, did you?"
Claude;"提到弟弟丁言。 丁齐满脸悲伤愤怒";Mentioning his brother, Ding Qi was extremely angry and upset;"Mentioning his younger brother Ding Yan, Ding Qi's face was filled with sorrow and anger."
Claude;"黄蓉道";Huang Rong said;"Huang Rong said."
Claude;"大小姐，你不妨将此事交给我处理，我来找她谈，付出一些代价也无妨";Missy, leave this to me, I will negotiate with her, it is okay if we pay a small price;"Miss, why don't you leave this matter to me to handle? I'll go talk to her, and it doesn't matter if we pay some price."
Claude;"现在还不是换取变化道仙蛊方，炼制变化道的其他仙蛊的时候";Now was not the time to exchange them for transformation path Immortal Gu recipes, or the time to refine transformation path Immortal Gu;"Now is not the time to exchange for the Transformation Path Immortal Gu formula and refine other Transformation Path Immortal Gu."
Claude;"苏秦背剑";Reviving Qin Behind the Sword;"Su Qin carried his sword on his back."
Claude;"轰的一声，他就与前方的元妖子与通天道人，直接撞在了一起，元妖子喷出鲜血，通天道人一样鲜血狂喷，二人倒退时，噬灵上人与广目天尊，哪怕有些迟疑，可还是前行阻拦，与白小纯再次碰触";A boom could be heard as he slammed into Prince Ur-Demon and Daoist Heavenspan. Blood sprayed out of both of their mouths as they were sent tumbling to the side. As for Reverend Devourer and Celestial Virūpākṣa, although they were still leery about the situation, they still tried to block Bai Xiaochun’s path;"With a boom, he directly collided with Yuan Yaozi and Tongtian Daoren ahead. Yuan Yaozi spat out fresh blood, and Tongtian Daoren likewise sprayed blood wildly. As the two retreated, Shiling Shangren and Guangmu Tianzun, despite some hesitation, still moved forward to block, colliding with Bai Xiaochun once more."
