"ID",Arquitectura,Estado_Modelo,Tipo_Input,Texto_input,Texto_Input,Texto_Output,FIDELIDAD,CALIDAD,DOMINIO,ALUCINACION,Notas_Cualitativas
1,MBart,Base,Texto Origen,"""提到弟弟丁言。 丁齐满脸悲伤愤怒""","Mentioning his brother, Ding Qi was extremely angry and upset",----,0,0,0,0,No devuelve traduccion
1,MBart,Base,Texto Origen,"""黄蓉道""",Huang Rong said,Huanglong Road,0,0,0,0,
1,MBart,Base,Texto Origen,"""大小姐，你不妨将此事交给我处理，我来找她谈，付出一些代价也无妨""","Missy, leave this to me, I will negotiate with her, it is okay if we pay a small price","Miss, please let me deal with it. I will come and talk to her, and I will pay for it",2,2,1,0,falla al final
1,MBart,Base,Texto Origen,"""现在还不是换取变化道仙蛊方，炼制变化道的其他仙蛊的时候""","Now was not the time to exchange them for transformation path Immortal Gu recipes, or the time to refine transformation path Immortal Gu","Now is not the time to change the way of the witchcraft, to refine the other witchcraft of the witchcraft",1,0,0,0,Pierde el hilo
1,MBart,Base,Texto Origen,"""苏秦背剑""",Reviving Qin Behind the Sword,Su Qin,0,0,0,0,se qwueda solo con el nombre
1,MBart,Base,Texto Origen,"""轰的一声，他就与前方的元妖子与通天道人，直接撞在了一起，元妖子喷出鲜血，通天道人一样鲜血狂喷，二人倒退时，噬灵上人与广目天尊，哪怕有些迟疑，可还是前行阻拦，与白小纯再次碰触""","A boom could be heard as he slammed into Prince Ur-Demon and Daoist Heavenspan. Blood sprayed out of both of their mouths as they were sent tumbling to the side. As for Reverend Devourer and Celestial Virūpākṣa, although they were still leery about the situation, they still tried to block Bai Xiaochun’s path","In a blow, he struck directly with the one who was ahead and the one who was on the way, and the one who was on the way bleeded, bleeding like the one who was on the way, and when the two fell back, the one who was on the way and the one who was on the way and the one who was on the way and the one who was on the way and the one who was on the way and the one who was on the way and the one who was on the way and the one who was on the way and the one who was on the way",0,0,0,0,"Al inicio sigue el hilo, sin identificar entidades, pero luego se pierde"
1,MBart,Base,Texto Origen,"""其中一个手段，是关于命牌蛊、魂灯蛊""",One of the methods was about life tablet Gu and soul lantern Gu,"One of them is the one about the spell of life, the spell of soul.",2,1,0,0,no pilla Gu
1,MBart,Base,Texto Origen,"""他最后说，我十分伤心，跟着你来的日子也不远了""",He finally said that his grief was so deep that the day he would follow her to the grave would not be far away,"Finally, he said, I am very sad, and the days of your coming are not far",0,0,0,0,no comments
1,MBart,Base,Texto Origen,"""刚想到这里，陆畏因眼前忽然一黑""","While thinking of this, Lu Wei Yin’s vision suddenly turned dark","When I thought about it, I suddenly saw a darkness in my eyes",1,2,0,0,El sujeto???
1,MBart,Base,Texto Origen,"""欧阳锋道""",Hong Qigong said,Eujong Road,0,0,0,0,quien?
1,MBart,Base,Texto Origen,"""一灯道""",Yideng said,One Light Road,0,0,0,0,
1,MBart,Base,Texto Origen,"""大部分风刃则成功地绕过水莲，在后方重新汇聚，形成一个稍小的纠风，仍旧向那头荒级虚兽撞去""","But most of the wind blades dodged the water lotus and gathered together again, forming a smaller entangled wind, and charging towards the desolate level phantom beast","Most of the wind's blades successfully passed through the lotus, regrouping in the rear, forming a small wind-turn, still striking at the barren-level beast",2,2,2,0,en general todo bien
1,MBart,Base,Texto Origen,"""嘴巴张得老大，露出一嘴齐整的牙齿，牙关紧闭""","The mouths opened up with jaws clenched, revealing a set of even teeth","The mouth is wide open, with a well-formed mouth and tight teeth",1,2,2,0,singular en vez de plural
1,MBart,Base,Texto Origen,"""伊上帝之降命，何修短之难哉""",Why did God make someone is life so short,How short is the life of God,0,0,0,0,
1,MBart,Base,Texto Origen,"""东方长凡点点头""",Dong Fang Chang Fan nodded,Mr. Chang-,0,0,0,0,
1,MBart,Base,Texto Origen,"""倒是真不错""",He is truly a good choice,It's really good,1,2,2,0,A nivel semantico muy similar
1,MBart,Base,Texto Origen,"""泰琴拼尽全力，不惜施展损害自己的手段，终于将王蚁收服""",Tai Qin gave it her all and used methods that carried backlash to herself but finally subdued the ant queen,"Tai-Ting did his best to harm himself, and finally conquered the ants",1,1,1,0,pierde el significado
1,MBart,Base,Texto Origen,"""柯镇恶听了两人对答，知道郭靖懂得谦抑，心下也自喜欢""",Ke Zhen E was delighted listening to their conversation. He was proud that Guo Jing was well-behaved,"When he heard the two answers, he knew that Guo Ying knew how to be humble and loved himself",1,1,0,0,
1,MBart,Base,Texto Origen,"""但此茶却是个例外，要一口气喝掉""","ut this tea was different, one had to gulp it in one mouthful",But this is an exception. Take a breath,0,0,0,0,Nada de té
1,MBart,Base,Texto Origen,"""领队的武官叫道""",The leader shouted in response,The commander cried,1,0,1,0,Tampoco hay que llorar
1,MBart,Base,Texto Origen,"""而现在，他只有将自身强悍到了极致后，才有把握，将那看似打不死的雷山，直接轰杀，一旦将其轰杀，白小纯就可以在无人追击中，彻底逃遁出去""","Right now, Bai Xiaochun knew that he had to become as powerful as he possibly could. He needed to cut down the seemingly unkillable Lei Shan, which would give them the oppor tunity to truly escape","And now, only when he has made himself strong to the point where he can be sure, he can shoot down the seemingly deadly mountain of lightning, and once he has shot down it, white and pure will be able to escape completely from no one's pursue",2,1,1,0,Pierde los nombres
1,MBart,Base,Texto Origen,"""气海老祖，你我之间其实并没有什么大的矛盾，完全可以和平共处""","Qi Sea Ancestor, we do not have a huge grudge between us, we can coexist in peace","There's really no big contradiction between you and me, Grandpa, and we can live together in peace",2,2,1,0,granpda??
1,MBart,Base,Texto Origen,"""若非方源不想在炎煌雷泽仙僵面前，暴露了定仙游和自己的身份，他早就赶到了""","If not for the fact that Fang Yuan did not want to expose Fixed Immortal Travel and his identity in front of the Blazing Glory Lightning Brilliance immortal zombie, he would have arrived long ago","If he didn't want to be exposed to the flame of the dragon, he would have already come",0,0,0,0,queda a medias
1,MBart,Base,Texto Origen,"""常山yīn的过去，早已经成为一个关于英雄的传说，在北原大地上广为流传""","Chang Shan Yin's past was a heroic tale, it was widely spread in northern plains","In the past, the mountainyīn has long been a legend about heroes, widely spread in the Northern Territory",2,2,0,0,pierde los nombres
1,MBart,Base,Texto Origen,"""我全身发抖，冷得很""","I was shaking all over, I was very cold.",I shivered and was very cold,3,3,3,0,
1,MBart,Base,Texto Origen,"""这就是将来，巨阳仙尊血道有成之后，可以吞并长生天，使得自身实力实现恐怖暴涨""","In the future, after Giant Sun I mmortal Venerable’sblood path cultivation reach ac ertain level, he could annex Longevity Heaven to raise his strength to at errifying level","This is the future, after the bloodstream of the giant lion and goddess is established, can swallow up the long life, make its own power to realize the terror rise",1,0,0,0,Sin sentido semantico
1,MBart,Base,Texto Origen,"""元始仙尊的复活之法，方源知晓其中一个""",Fang Yuan knew one of Primordial Origin Immortal Venerable’s revival methods,"The Method of Resurrection of the Emperor's Deity, one of which is known by the source.",1,1,0,0,Quien es el origen?
1,MBart,Base,Texto Origen,"""他们之前在大殿内也讨论过，彼此都非常为难，因为荣耀弟子的身份，太重要了，在这之前，给的都是战死之人，还从来没过活人，可如今白小纯居然活蹦乱跳的出现在自己面前 这让他们在刚刚知道这个消息时，一个个都愣了一下""","That was one of the reasons why the discussion had been so difficult earlier. The position of Prestige disciple was extremely important, and had previously only been conferred upon people who had died in battle, never living disciples. And yet, here Bai Xiaochun was right in front of them, healthy and no worse for wear That was one reason why all of them had been so shocked to hear the news that he was alive","They had discussed it in the Hall before, and it was very difficult for each other, because the status of the glorious disciple was so important, that before it all had been given to those who had died of war, and had never lived, but now the white and the pure had appeared before them, and they were all astonished when they had just heard the news",2,2,0,0,Sin renconocer entidades
1,MBart,Base,Texto Origen,"""我去哪啊""",Where am I supposed to go,Where am I going,2,1,1,0,
1,MBart,Base,Texto Origen,"""老毒物放蛇，真不要脸""",The Old Poison dispatches his snakes! Really shameless,Don't make faces with the old poison,0,0,0,1,
1,MBart,Base,Texto Origen,"""那也好，我宰了八人，再来助你""",I will come and help you after I have massacred these eight. Precisely,It's okay. I've killed eight. I'll come back and help you,2,2,1,0,"8 pone en el original, tecnicamente esta bien"
1,MBart,Base,Texto Origen,"""但这个计划总会有完成的那一天，咱们不抓紧这次难得的机会怎么行""","But this plan will eventually be completed, aren’t we grabbing onto this chance when it is available to us",But this plan will always come to an end on the day when we don't take this difficult opportunity,3,3,3,0,Bien
1,MBart,Base,Texto Origen,"""智道三元要素，分别是念、意、情""","Wisdom path had three elements, thoughts, wills, and emotions","The Three Elements of Wisdom are thought, thought, and feeling",3,3,2,0,
1,MBart,Base,Texto Origen,"""方源心中有明悟""",Fang Yuan comprehended inwardly,There is an understanding in the heart of the,1,0,0,0,Entidad?
1,MBart,Base,Texto Origen,"""他们是我的手下""",Those are my men,They are my men,3,3,3,0,
1,MBart,Base,Texto Origen,"""想这些有什么用""",What use is there in thinking about this,What's the use of thinking about this,3,3,3,0,
1,MBart,Base,Texto Origen,"""这落魄谷中，居然有盗天真传""",Luo Po valley actually has a Thieving Heaven true inheritance?,There was a true story of theft in the valley,2,1,0,0,Pierde el dominio
1,MBart,Base,Texto Origen,"""在这过程中，不死皮，不死金刚，不死筋 也都全部恢复，甚至白小纯有种强烈的感觉，此刻的不死卷，与他之前所拥有的，不大一样""","As it happened, his Undying Skin, Undying Heavenly King, and Undying Tendons all recovered completely. Furthermore, Bai Xiaochun could sense that this version of the Undying Codex was somehow different than what he had cultivated before","In the course of this process, the non-dead skin, the non-dead gold, the non-dead muscle, were all restored, and even the white boy had a strong feeling, and now the non-dead curve was not as much as he had had before",2,1,1,0,Nomrbes propios...
1,MBart,Base,Texto Origen,"""方源面色仍旧冷漠，就算是道歉，都是一脸高傲的样子""","Fang Yuan had a cold expression, even when he apologized, he had an arrogant look","Their face was still cold, and even apologizing, they looked arrogant",2,1,1,0,Nombre??
1,MBart,Base,Texto Origen,"""你居然一直在欺骗我们""", You actually were deceiving us,You've been lying to us,3,3,3,0,
1,MBart,Fine-Tuned,Texto Origen,"""算不尽仙友，你是智道蛊仙更当明白眼前的局势""","Friend Suan Bu Jin, as a wisdom path Gu Immortal, you should be even more aware of the current situation","Friend Suan Bu Jin, you are a wisdom path Gu Immortal, you should understand the current situation",3,3,3,0,
1,MBart,Fine-Tuned,Texto Origen,"""立刻这上百药草形成的药液，骤然落下，在与这血湖碰触的瞬间，如同相互之间有强烈的排斥，直接爆发，燃烧成为黑色的火焰，覆盖整个血湖""","As they flew through the air, they transformed into a medicinal liquid. When that entered the blood lake, a powerful expulsion force erupted out, and the burning caused a black smoke to rise up and fill the area","Instantly, the medicinal liquid that had been formed by the medicinal plants began to fall onto the lake of blood, and as they did, it was impossible to prevent them from oppos eding each other. Black flames erupted out, covering the entire lake of blood",3,2,3,0,
1,MBart,Fine-Tuned,Texto Origen,"""对那些徒手肉搏者，这些堪比钢铁般坚硬的木刺，将会给他们留下深刻的印象""","To those fighting barehanded, these thorns that were as sturdy as steel would leave a lasting impression on them","To those barehanded fighters, these steel-like spikes would leave a deep impression on them",3,3,3,0,
1,MBart,Fine-Tuned,Texto Origen,"""古月方想口中喃喃，捂住心口""","Gu Yue Fang Xiang muttered, his hand over his heart","Gu Yue Fang Xiang mumbled, covering his chest",3,2,3,0,
1,MBart,Fine-Tuned,Texto Origen,"""若是在平地之上，尺许小径又算得了甚么，可是这石梁下临深谷，别说行走，只望一眼也不免胆战心惊""","If this stone bridge were laid on the ground, it would act just like a narrow alley, nothing to be afraid of, but under the stone bridge was a deep canyon. Just looking at it would cause the heart to tremble with fear, let alone walk across it","If it was on flat ground, a foot or even a foot would not count as a long journey, but this stone bridge is so narrow that one has to be very careful not to look too far",1,1,1,0,Semanticamente sin mucho serntido
1,MBart,Fine-Tuned,Texto Origen,"""虽然我并非黄金血脉。 参与王庭争霸，就是为了混迹到八十八角真阳楼中捞取好处""","Although I am not of the Huang Jin bloodline, I participated in the fight for Imperial Court to get some benefits from Eighty-Eight True Yang Building","Although I am not of Huang Jin bloodline, participating in the Imperial Court contest is to get into Eighty-Eight True Yang Building and gain benefits",3,3,3,0,
1,MBart,Fine-Tuned,Texto Origen,"""反倒是北岸，此刻居然为上官天佑欢呼，这欢呼声让上官天佑心里别扭，他知道北岸不是因为自己，而是因为白小纯才对自己发出欢呼，也就是说，就算与白小纯对战的是一头猪，北岸也会为这头猪喝彩，这么一想，上官天佑心底对白小纯，更为不悦""","The north bank, on the other hand, actually did start to cheer for Shangguan Tianyou. In response, Shangguan Tianyou frowned, aware that they weren't really cheering for him, but against Bai Xiaochun. The north bank would cheer for any oppon ent of Bai Xiaochun’s, even if it were a pig. The thought left Shangguan Tianyou even more displeased than before","The north bank disciples actually cheered for Shangguan Tianyou, something that caused Shangguan Tianyou’s heart to tremble. He knew that the north bank disciples weren’t cheering for him because of himself, but rather, because of Bai Xiaochun. That meant that even if it were a pig fighting Bai Xiaochun, the north bank disciples would cheer for it. That made Shangguan Tianyou even more displeased with Bai Xiaochun than ever",3,3,3,0,
1,MBart,Fine-Tuned,Texto Origen,"""在仙元方面，巨阳仙尊应当占据优势。 在炼蛊方面，是方源占据优势""","In terms of immortal essence, Giant Sun Immortal Venerable should have an advantage, in terms of Gu refinement, Fang Yuan has the advantage","In terms of immortal essence, Giant Sun Immortal Venerable should have the advantage, in terms of Gu refinement, Fang Yuan should have the advantage",3,3,3,0,
1,MBart,Fine-Tuned,Texto Origen,"""那么对不起得很，两柄剑都到了做哥哥的家里啦""","Then I am really very sorry, for both daggers would belong to my family then","Then I am very sorry, both swords have come to my family",2,1,3,0,
1,MBart,Fine-Tuned,Texto Origen,"""方源，你怎么也想不到，会有今天吧""","Fang Yuan, you had never in your wildest imagination, expect this day to occur right","Fang Yuan, how could you not think of this day",1,1,2,0,recorta mucho
1,MBart,Fine-Tuned,Texto Origen,"""提到弟弟丁言。 丁齐满脸悲伤愤怒""","Mentioning his brother, Ding Qi was extremely angry and upset","Mentioning his younger brother Ding Yan, Ding Qi had a sad and furious expression",3,3,3,0,
1,MBart,Fine-Tuned,Texto Origen,"""黄蓉道""",Huang Rong said, Huang Rong said,3,3,3,0,
1,MBart,Fine-Tuned,Texto Origen,"""大小姐，你不妨将此事交给我处理，我来找她谈，付出一些代价也无妨""","Missy, leave this to me, I will negotiate with her, it is okay if we pay a small price","Young miss, you might as well hand this matter to me, I can talk to her and pay a price for it",3,2,2,0,
1,MBart,Fine-Tuned,Texto Origen,"""现在还不是换取变化道仙蛊方，炼制变化道的其他仙蛊的时候""","Now was not the time to exchange them for transformation path Immortal Gu recipes, or the time to refine transformation path Immortal Gu",Now is not the time to exchange for transformation path Immortal Gu recipes and refine other transformation path Immortal Gu,3,3,3,0,
1,MBart,Fine-Tuned,Texto Origen,"""苏秦背剑""",Reviving Qin Behind the Sword,Su Qin With Her Sword on Her Back,3,2,2,0,semanticamente correcto
1,MBart,Fine-Tuned,Texto Origen,"""轰的一声，他就与前方的元妖子与通天道人，直接撞在了一起，元妖子喷出鲜血，通天道人一样鲜血狂喷，二人倒退时，噬灵上人与广目天尊，哪怕有些迟疑，可还是前行阻拦，与白小纯再次碰触""","A boom could be heard as he slammed into Prince Ur-Demon and Daoist Heavenspan. Blood sprayed out of both of their mouths as they were sent tumbling to the side. As for Reverend Devourer and Celestial Virūpākṣa, although they were still leery about the situation, they still tried to block Bai Xiaochun’s path","Rumbling sounds could be heard as he slammed into Prince Ur-Demon and Daoist Heavenspan, causing blood to spray out of their mouths. Daoist Heavenspan also coughed up a huge mouthful of blood, and both of them tumbled backward. Reverend Devourer and Celestial Virūpākṣa hesitated for a moment, but then blocked their path and reached Bai Xiaochun again",3,3,3,0,
1,MBart,Fine-Tuned,Texto Origen,"""其中一个手段，是关于命牌蛊、魂灯蛊""",One of the methods was about life tablet Gu and soul lantern Gu,One of the methods was regarding life tablet Gu and soul lantern Gu,3,3,3,0,
1,MBart,Fine-Tuned,Texto Origen,"""他最后说，我十分伤心，跟着你来的日子也不远了""",He finally said that his grief was so deep that the day he would follow her to the grave would not be far away,"In the end, he said, I am very sad, I am not long away from you",1,1,1,0,Narrativamente insuficiente
1,MBart,Fine-Tuned,Texto Origen,"""刚想到这里，陆畏因眼前忽然一黑""","While thinking of this, Lu Wei Yin’s vision suddenly turned dark","As he thought of this, Lu Wei Yin’s vision turned dark",3,3,3,0,
1,MBart,Fine-Tuned,Texto Origen,"""欧阳锋道""",Hong Qigong said,Ouyang Feng said,1,0,0,0,Overfitting
1,MBart,Fine-Tuned,Texto Origen,"""一灯道""",Yideng said,Huang Rong asked,0,0,0,0,Overfitting
1,MBart,Fine-Tuned,Texto Origen,"""大部分风刃则成功地绕过水莲，在后方重新汇聚，形成一个稍小的纠风，仍旧向那头荒级虚兽撞去""","But most of the wind blades dodged the water lotus and gathered together again, forming a smaller entangled wind, and charging towards the desolate level phantom beast","Most of the wind blades successfully detoured the water lotus and gathered at the rear, forming a small entangled wind that still charged towards that desolate level phantom beast",3,2,3,0,
1,MBart,Fine-Tuned,Texto Origen,"""嘴巴张得老大，露出一嘴齐整的牙齿，牙关紧闭""","The mouths opened up with jaws clenched, revealing a set of even teeth","His mouth was wide open, revealing his well-formed teeth and tightly closed fangs",3,3,3,0,
1,MBart,Fine-Tuned,Texto Origen,"""伊上帝之降命，何修短之难哉""",Why did God make someone is life so short,Why is it so difficult to become the subordinate of God,0,1,1,0,
1,MBart,Fine-Tuned,Texto Origen,"""东方长凡点点头""",Dong Fang Chang Fan nodded, Dong Fang Chang Fan nodded,3,3,3,0,
1,MBart,Fine-Tuned,Texto Origen,"""倒是真不错""",He is truly a good choice,Not bad at all,2,2,2,0,
1,MBart,Fine-Tuned,Texto Origen,"""泰琴拼尽全力，不惜施展损害自己的手段，终于将王蚁收服""",Tai Qin gave it her all and used methods that carried backlash to herself but finally subdued the ant queen,"Tai Qin exerted all her strength and used her methods to harm herself, finally subduing the ant queen",3,3,3,0,
1,MBart,Fine-Tuned,Texto Origen,"""柯镇恶听了两人对答，知道郭靖懂得谦抑，心下也自喜欢""",Ke Zhen E was delighted listening to their conversation. He was proud that Guo Jing was well-behaved,"Upon hearing their conversation, Ke Zhen E knew that Guo Jing was very humble, so he thought to himself",1,2,3,0,
1,MBart,Fine-Tuned,Texto Origen,"""但此茶却是个例外，要一口气喝掉""","ut this tea was different, one had to gulp it in one mouthful","But this tea was an exception, it had to be drunk in one shot",3,3,3,0,
1,MBart,Fine-Tuned,Texto Origen,"""领队的武官叫道""",The leader shouted in response, The leader shouted,3,3,3,0,
1,MBart,Fine-Tuned,Texto Origen,"""而现在，他只有将自身强悍到了极致后，才有把握，将那看似打不死的雷山，直接轰杀，一旦将其轰杀，白小纯就可以在无人追击中，彻底逃遁出去""","Right now, Bai Xiaochun knew that he had to become as powerful as he possibly could. He needed to cut down the seemingly unkillable Lei Shan, which would give them the oppor tunity to truly escape","As of this moment, he had no other option than to try to get his hands on the seemingly invincible Lei Shan. If he did, then he would be able to flee from everyone else",1,2,3,0,
1,MBart,Fine-Tuned,Texto Origen,"""气海老祖，你我之间其实并没有什么大的矛盾，完全可以和平共处""","Qi Sea Ancestor, we do not have a huge grudge between us, we can coexist in peace","Qi Sea Ancestor, we actually don’thave any great conflict, we can live together peacefully",3,2,3,0,
1,MBart,Fine-Tuned,Texto Origen,"""若非方源不想在炎煌雷泽仙僵面前，暴露了定仙游和自己的身份，他早就赶到了""","If not for the fact that Fang Yuan did not want to expose Fixed Immortal Travel and his identity in front of the Blazing Glory Lightning Brilliance immortal zombie, he would have arrived long ago","If Fang Yuan did not want to expose Fixed Immortal Travel and his identity in front of the Blazing Glory Lightning Brilliance immortal zombie, he would have arrived already",3,3,3,0,
1,MBart,Fine-Tuned,Texto Origen,"""常山yīn的过去，早已经成为一个关于英雄的传说，在北原大地上广为流传""","Chang Shan Yin's past was a heroic tale, it was widely spread in northern plains","Chang Shan Yin's past had long been a legend of heroes, widely spread in northern plains",3,3,3,0,
1,MBart,Fine-Tuned,Texto Origen,"""我全身发抖，冷得很""","I was shaking all over, I was very cold.","I was shaking all over, I was very cold",3,3,3,0,
1,MBart,Fine-Tuned,Texto Origen,"""这就是将来，巨阳仙尊血道有成之后，可以吞并长生天，使得自身实力实现恐怖暴涨""","In the future, after Giant Sun I mmortal Venerable’sblood path cultivation reach ac ertain level, he could annex Longevity Heaven to raise his strength to at errifying level","In the future, when Giant Sun Immortal Venerable succeeds in blood path, he would be able to annex Longevity Heaven, his strength would rise drastically",3,3,3,0,
1,MBart,Fine-Tuned,Texto Origen,"""元始仙尊的复活之法，方源知晓其中一个""",Fang Yuan knew one of Primordial Origin Immortal Venerable’s revival methods,Fang Yuan knew of one of Primordial Origin Immortal Venerable’s revival methods,3,3,3,0,
1,MBart,Fine-Tuned,Texto Origen,"""他们之前在大殿内也讨论过，彼此都非常为难，因为荣耀弟子的身份，太重要了，在这之前，给的都是战死之人，还从来没过活人，可如今白小纯居然活蹦乱跳的出现在自己面前 这让他们在刚刚知道这个消息时，一个个都愣了一下""","That was one of the reasons why the discussion had been so difficult earlier. The position of Prestige disciple was extremely important, and had previously only been conferred upon people who had died in battle, never living disciples. And yet, here Bai Xiaochun was right in front of them, healthy and no worse for wear That was one reason why all of them had been so shocked to hear the news that he was alive","The two of them had discussed matters similar to this in the hall earlier, and had all been in a very difficult position. The position of Prestige disciple was extremely important. Before, all of the disciples who had died in battle had been people who had never been alive, but now that Bai Xiaochun had appeared right in front of them all of them were stunned",1,2,2,0,Pierde el hilo narrativo
1,MBart,Fine-Tuned,Texto Origen,"""我去哪啊""",Where am I supposed to go,Where am I going,1,2,2,0,
1,MBart,Fine-Tuned,Texto Origen,"""老毒物放蛇，真不要脸""",The Old Poison dispatches his snakes! Really shameless,The Old Poison is really shameless,1,1,2,0,
1,MBart,Fine-Tuned,Texto Origen,"""那也好，我宰了八人，再来助你""",I will come and help you after I have massacred these eight. Precisely, I will help you after I have slaughtered eight of them,2,3,2,0,
1,MBart,Fine-Tuned,Texto Origen,"""但这个计划总会有完成的那一天，咱们不抓紧这次难得的机会怎么行""","But this plan will eventually be completed, aren’t we grabbing onto this chance when it is available to us","But there will always be a day when this plan is completed, if we do not grab this rare opportunity, what will happen",2,3,3,0,
1,MBart,Fine-Tuned,Texto Origen,"""智道三元要素，分别是念、意、情""","Wisdom path had three elements, thoughts, wills, and emotions","Wisdom path had three elements, thoughts, wills, and emotions",3,3,3,0,
1,MBart,Fine-Tuned,Texto Origen,"""方源心中有明悟""",Fang Yuan comprehended inwardly,Fang Yuan had a realization,2,2,2,0,
1,MBart,Fine-Tuned,Texto Origen,"""他们是我的手下""",Those are my men,They are my subordinates,3,3,3,0,
1,MBart,Fine-Tuned,Texto Origen,"""想这些有什么用""",What use is there in thinking about this,What’s the use in thinking about this,3,3,3,0,
1,MBart,Fine-Tuned,Texto Origen,"""这落魄谷中，居然有盗天真传""",Luo Po valley actually has a Thieving Heaven true inheritance?,This Luo Po valley actually has a Thieving Heaven true inheritance,3,3,3,0,
1,MBart,Fine-Tuned,Texto Origen,"""在这过程中，不死皮，不死金刚，不死筋 也都全部恢复，甚至白小纯有种强烈的感觉，此刻的不死卷，与他之前所拥有的，不大一样""","As it happened, his Undying Skin, Undying Heavenly King, and Undying Tendons all recovered completely. Furthermore, Bai Xiaochun could sense that this version of the Undying Codex was somehow different than what he had cultivated before","During the process, his Undying Skin, Undying Heavenly King, and Undying Tendons all recovered. In fact, Bai Xiaochun couldn’t help but imagine how different the Undying Codex from before was",3,3,3,0,
1,MBart,Fine-Tuned,Texto Origen,"""方源面色仍旧冷漠，就算是道歉，都是一脸高傲的样子""","Fang Yuan had a cold expression, even when he apologized, he had an arrogant look","Fang Yuan’s expression was still cold, even though he apologized, he showed an arrogant expression",3,3,3,0,
