ID,Arquitectura,Estado_Modelo,Tipo_Input,texto_raw,Texto_Input,Texto_Output,FIDELIDAD,CALIDAD,DOMINIO,ALUCINACION,Notas_Cualitativas,Gemini_Fidelidad,Gemini_Calidad,Gemini_Dominio,Gemini_Alucinacion,OpenAI_Fidelidad,OpenAI_Calidad,OpenAI_Dominio,OpenAI_Alucinacion,Claude_Fidelidad,Claude_Calidad,Claude_Dominio,Claude_Alucinacion
2,Llama 3,Fine-Tuned,Prompt 1,"""大小姐，你不妨将此事交给我处理，我来找她谈，付出一些代价也无妨""","Missy, leave this to me, I will negotiate with her, it is okay if we pay a small price","Young miss, why don’t you let me handle this matter? I’ll talk to her and pay her some compensation",3,3,3,0,,3.0,3.0,2.0,0.0,2.0,2.0,1.0,0.0,3.0,3.0,2.0,0.0
2,Llama 3,Fine-Tuned,Prompt 1,"""现在还不是换取变化道仙蛊方，炼制变化道的其他仙蛊的时候""","Now was not the time to exchange them for transformation path Immortal Gu recipes, or the time to refine transformation path Immortal Gu", It was not the time to exchange for transformation path Immortal Gu recipes and refine other transformation path Immortal Gu,2,2,2,0,,3.0,3.0,3.0,0.0,2.0,2.0,1.0,0.0,3.0,3.0,3.0,0.0
2,Llama 3,Fine-Tuned,Prompt 1,"""苏秦背剑""",Reviving Qin Behind the Sword,Sword on the Back,3,3,3,0,Entiende el chenyu,2.0,3.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0
2,Llama 3,Fine-Tuned,Prompt 1,"""轰的一声，他就与前方的元妖子与通天道人，直接撞在了一起，元妖子喷出鲜血，通天道人一样鲜血狂喷，二人倒退时，噬灵上人与广目天尊，哪怕有些迟疑，可还是前行阻拦，与白小纯再次碰触""","A boom could be heard as he slammed into Prince Ur-Demon and Daoist Heavenspan. Blood sprayed out of both of their mouths as they were sent tumbling to the side. As for Reverend Devourer and Celestial Virūpākṣa, although they were still leery about the situation, they still tried to block Bai Xiaochun’s path","A boom rang out as he slammed into Prince Ur-Demon and Daoist Heavenspan. Both of them coughed up blood, and were sent tumbling backward. Although Celestial Virūpākṣa and Celestial Devourer hesitated for a moment, they still tried to block Bai Xiaochun’s path",3,3,3,0,,3.0,3.0,3.0,0.0,3.0,3.0,2.0,0.0,2.0,3.0,2.0,0.0
2,Llama 3,Fine-Tuned,Prompt 1,"""其中一个手段，是关于命牌蛊、魂灯蛊""",One of the methods was about life tablet Gu and soul lantern Gu,One of the methods was related to fate tablet Gu and soul lantern Gu,3,3,3,0,,3.0,3.0,3.0,0.0,2.0,3.0,2.0,0.0,2.0,2.0,3.0,0.0
2,Llama 3,Fine-Tuned,Prompt 1,"""他最后说，我十分伤心，跟着你来的日子也不远了""",He finally said that his grief was so deep that the day he would follow her to the grave would not be far away,He said that I was very sad and that the day when I would follow him was not far away,2,2,2,0,,2.0,3.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0
2,Llama 3,Fine-Tuned,Prompt 1,"""刚想到这里，陆畏因眼前忽然一黑""","While thinking of this, Lu Wei Yin’s vision suddenly turned dark","Just as he thought of this, Lu Wei Yin’s vision turned dark",3,3,3,0,,3.0,3.0,3.0,0.0,3.0,3.0,2.0,0.0,3.0,3.0,2.0,0.0
2,Llama 3,Fine-Tuned,Prompt 1,"""欧阳锋道""",Hong Qigong said,Ouyang Feng said,1,1,1,0,,3.0,3.0,3.0,0.0,1.0,2.0,0.0,1.0,1.0,3.0,2.0,0.0
2,Llama 3,Fine-Tuned,Prompt 1,"""一灯道""",Yideng said,Yideng said,3,3,3,0,,3.0,3.0,3.0,0.0,3.0,3.0,2.0,0.0,3.0,3.0,2.0,0.0
2,Llama 3,Fine-Tuned,Prompt 1,"""大部分风刃则成功地绕过水莲，在后方重新汇聚，形成一个稍小的纠风，仍旧向那头荒级虚兽撞去""","But most of the wind blades dodged the water lotus and gathered together again, forming a smaller entangled wind, and charging towards the desolate level phantom beast","Most of the wind blades successfully dodged the water lotus and gathered behind it, forming a slightly smaller windstorm that charged towards the desolate beast",3,3,3,0,,3.0,3.0,3.0,0.0,3.0,3.0,3.0,0.0,2.0,3.0,2.0,0.0
2,Llama 3,Fine-Tuned,Prompt 1,"""嘴巴张得老大，露出一嘴齐整的牙齿，牙关紧闭""","The mouths opened up with jaws clenched, revealing a set of even teeth","His mouth was wide open, revealing a row of neat teeth, his jaws were tightly closed",3,3,3,0,,3.0,3.0,2.0,0.0,2.0,3.0,2.0,0.0,2.0,2.0,1.0,0.0
2,Llama 3,Fine-Tuned,Prompt 1,"""伊上帝之降命，何修短之难哉""",Why did God make someone is life so short,"The Lord God has decreed it, how can we defy it",1,1,1,0,,2.0,3.0,2.0,0.0,1.0,2.0,0.0,1.0,2.0,2.0,1.0,0.0
2,Llama 3,Fine-Tuned,Prompt 1,"""东方长凡点点头""",Dong Fang Chang Fan nodded,Dong Fang Chang Fan nodded,3,3,3,0,,3.0,3.0,3.0,0.0,3.0,3.0,2.0,0.0,3.0,3.0,2.0,0.0
2,Llama 3,Fine-Tuned,Prompt 1,"""倒是真不错""",He is truly a good choice,It is not bad,2,2,2,0,,3.0,3.0,2.0,0.0,1.0,2.0,0.0,1.0,2.0,2.0,1.0,0.0
2,Llama 3,Fine-Tuned,Prompt 1,"""泰琴拼尽全力，不惜施展损害自己的手段，终于将王蚁收服""",Tai Qin gave it her all and used methods that carried backlash to herself but finally subdued the ant queen," Tai Qin used all her strength, even using methods that harmed herself, to finally subdue the king ant",3,2,3,0,King en vez de Queen,3.0,3.0,3.0,0.0,3.0,3.0,2.0,0.0,2.0,3.0,2.0,0.0
2,Llama 3,Fine-Tuned,Prompt 1,"""柯镇恶听了两人对答，知道郭靖懂得谦抑，心下也自喜欢""",Ke Zhen E was delighted listening to their conversation. He was proud that Guo Jing was well-behaved,"Ke Zhen E heard the two people conversation, he knew Guo Jing was modest, he was delighted",2,2,2,0,,3.0,3.0,3.0,0.0,2.0,2.0,1.0,0.0,3.0,2.0,2.0,0.0
2,Llama 3,Fine-Tuned,Prompt 1,"""但此茶却是个例外，要一口气喝掉""","ut this tea was different, one had to gulp it in one mouthful"," But this tea is an exception, you have to drink it in one gulp",3,3,3,0,,3.0,3.0,2.0,0.0,3.0,3.0,2.0,0.0,3.0,3.0,1.0,0.0
2,Llama 3,Fine-Tuned,Prompt 1,"""领队的武官叫道""",The leader shouted in response,The leader of the soldiers shouted,3,3,3,0,,3.0,3.0,2.0,0.0,2.0,3.0,1.0,0.0,3.0,3.0,2.0,0.0
2,Llama 3,Fine-Tuned,Prompt 1,"""而现在，他只有将自身强悍到了极致后，才有把握，将那看似打不死的雷山，直接轰杀，一旦将其轰杀，白小纯就可以在无人追击中，彻底逃遁出去""","Right now, Bai Xiaochun knew that he had to become as powerful as he possibly could. He needed to cut down the seemingly unkillable Lei Shan, which would give them the oppor tunity to truly escape","Now, he had to make sure that he was strong enough to kill the seemingly indestructible Lei Shan. If he could do that, then he would be able to escape without anyone chasing him",3,3,3,0,,3.0,3.0,3.0,0.0,3.0,3.0,2.0,0.0,3.0,3.0,2.0,0.0
2,Llama 3,Fine-Tuned,Prompt 1,"""气海老祖，你我之间其实并没有什么大的矛盾，完全可以和平共处""","Qi Sea Ancestor, we do not have a huge grudge between us, we can coexist in peace","Qi Sea Ancestor, we don’t have any conflict between us, we can coexist peacefully",3,3,3,0,,3.0,3.0,3.0,0.0,3.0,3.0,2.0,0.0,3.0,3.0,2.0,0.0
2,Llama 3,Fine-Tuned,Prompt 1,"""若非方源不想在炎煌雷泽仙僵面前，暴露了定仙游和自己的身份，他早就赶到了""","If not for the fact that Fang Yuan did not want to expose Fixed Immortal Travel and his identity in front of the Blazing Glory Lightning Brilliance immortal zombie, he would have arrived long ago","If Fang Yuan did not want to expose Fixed Immortal Travel and his identity in front of Immortal Zombie Yi Huang Lei Ze, he would have arrived long ago",2,3,2,0,,3.0,3.0,3.0,0.0,3.0,3.0,2.0,0.0,2.0,2.0,3.0,0.0
2,Llama 3,Fine-Tuned,Prompt 1,"""常山yīn的过去，早已经成为一个关于英雄的传说，在北原大地上广为流传""","Chang Shan Yin's past was a heroic tale, it was widely spread in northern plains"," Chang Shan Yin’s past had already become a legend of a hero, it was widely spread in northern plains",3,2,3,0,,3.0,3.0,3.0,0.0,3.0,3.0,2.0,0.0,3.0,3.0,2.0,0.0
2,Llama 3,Fine-Tuned,Prompt 1,"""我全身发抖，冷得很""","I was shaking all over, I was very cold.","My whole body is shaking, I am very cold",3,3,3,0,,3.0,3.0,2.0,0.0,2.0,2.0,1.0,0.0,3.0,2.0,1.0,0.0
2,Llama 3,Fine-Tuned,Prompt 1,"""这就是将来，巨阳仙尊血道有成之后，可以吞并长生天，使得自身实力实现恐怖暴涨""","In the future, after Giant Sun I mmortal Venerable’sblood path cultivation reach ac ertain level, he could annex Longevity Heaven to raise his strength to at errifying level","This was the future, after Giant Sun Immortal Venerable became a blood path expert, he could annex Longevity Heaven and raise his strength by a terrifying amount",2,2,2,0,,3.0,3.0,3.0,0.0,3.0,3.0,2.0,0.0,2.0,3.0,2.0,0.0
2,Llama 3,Fine-Tuned,Prompt 1,"""元始仙尊的复活之法，方源知晓其中一个""",Fang Yuan knew one of Primordial Origin Immortal Venerable’s revival methods,Fang Yuan knew one of the methods to revive Primordial Origin Immortal Venerable,3,3,3,0,,3.0,3.0,3.0,0.0,3.0,3.0,2.0,0.0,3.0,3.0,3.0,0.0
2,Llama 3,Fine-Tuned,Prompt 1,"""他们之前在大殿内也讨论过，彼此都非常为难，因为荣耀弟子的身份，太重要了，在这之前，给的都是战死之人，还从来没过活人，可如今白小纯居然活蹦乱跳的出现在自己面前 这让他们在刚刚知道这个消息时，一个个都愣了一下""","That was one of the reasons why the discussion had been so difficult earlier. The position of Prestige disciple was extremely important, and had previously only been conferred upon people who had died in battle, never living disciples. And yet, here Bai Xiaochun was right in front of them, healthy and no worse for wear That was one reason why all of them had been so shocked to hear the news that he was alive","They had discussed the matter in the great hall, and all of them were very worried. The status of a Prestige disciple was very important, and in the past, they had only ever given it to people who had died in battle. Never had they given it to someone who was still alive. And yet, here Bai Xiaochun was, alive and kicking",3,2,3,0,,3.0,3.0,3.0,0.0,2.0,2.0,1.0,0.0,2.0,3.0,2.0,0.0
2,Llama 3,Fine-Tuned,Prompt 1,"""我去哪啊""",Where am I supposed to go,Where am I going,2,2,2,0,,3.0,3.0,1.0,0.0,2.0,3.0,1.0,0.0,3.0,2.0,1.0,0.0
2,Llama 3,Fine-Tuned,Prompt 1,"""老毒物放蛇，真不要脸""",The Old Poison dispatches his snakes! Really shameless,"The Old Poison is using snakes, he is really shameless",3,3,3,0,,3.0,3.0,3.0,0.0,2.0,3.0,1.0,0.0,3.0,3.0,2.0,0.0
2,Llama 3,Fine-Tuned,Prompt 1,"""那也好，我宰了八人，再来助你""",I will come and help you after I have massacred these eight. Precisely, I will kill eight people and then I will help you,2,2,2,0,,3.0,3.0,3.0,0.0,3.0,3.0,2.0,0.0,3.0,3.0,2.0,0.0
2,Llama 3,Fine-Tuned,Prompt 1,"""但这个计划总会有完成的那一天，咱们不抓紧这次难得的机会怎么行""","But this plan will eventually be completed, aren’t we grabbing onto this chance when it is available to us","But this plan will be completed one day, how can we let this rare opportunity slip away",3,3,3,0,,3.0,3.0,2.0,0.0,3.0,3.0,2.0,0.0,3.0,3.0,2.0,0.0
2,Llama 3,Fine-Tuned,Prompt 1,"""智道三元要素，分别是念、意、情""","Wisdom path had three elements, thoughts, wills, and emotions","The three elements of wisdom path were thoughts, wills, and emotions",3,3,3,0,,3.0,3.0,3.0,0.0,3.0,3.0,2.0,0.0,3.0,3.0,3.0,0.0
2,Llama 3,Fine-Tuned,Prompt 1,"""方源心中有明悟""",Fang Yuan comprehended inwardly,Fang Yuan had a clear understanding,3,3,3,0,,3.0,3.0,3.0,0.0,2.0,3.0,1.0,0.0,3.0,3.0,2.0,0.0
2,Llama 3,Fine-Tuned,Prompt 1,"""他们是我的手下""",Those are my men,They are my subordinates,3,3,3,0,,3.0,3.0,2.0,0.0,3.0,3.0,2.0,0.0,3.0,3.0,2.0,0.0
2,Llama 3,Fine-Tuned,Prompt 1,"""想这些有什么用""",What use is there in thinking about this,What is the use of thinking about it,3,3,3,0,,3.0,3.0,1.0,0.0,3.0,3.0,2.0,0.0,3.0,3.0,1.0,0.0
2,Llama 3,Fine-Tuned,Prompt 1,"""这落魄谷中，居然有盗天真传""",Luo Po valley actually has a Thieving Heaven true inheritance?,This Luo Po valley actually has Thieving Heaven’strue inheritance,3,3,3,0,,3.0,3.0,3.0,0.0,2.0,3.0,1.0,0.0,3.0,2.0,3.0,0.0
2,Llama 3,Fine-Tuned,Prompt 1,"""在这过程中，不死皮，不死金刚，不死筋 也都全部恢复，甚至白小纯有种强烈的感觉，此刻的不死卷，与他之前所拥有的，不大一样""","As it happened, his Undying Skin, Undying Heavenly King, and Undying Tendons all recovered completely. Furthermore, Bai Xiaochun could sense that this version of the Undying Codex was somehow different than what he had cultivated before","During that time, his Undying Skin, Undying Heavenly King, and Undying Tendons all recovered. In fact, he could sense that his Undying Codex was different than it had been before",3,3,3,0,,3.0,3.0,3.0,0.0,3.0,3.0,2.0,0.0,3.0,3.0,3.0,0.0
2,Llama 3,Fine-Tuned,Prompt 1,"""方源面色仍旧冷漠，就算是道歉，都是一脸高傲的样子""","Fang Yuan had a cold expression, even when he apologized, he had an arrogant look","Fang Yuan’s expression was still cold, even when he apologized, he had a proud expression",3,2,3,0,,3.0,3.0,3.0,0.0,3.0,3.0,2.0,0.0,3.0,3.0,2.0,0.0
2,Llama 3,Fine-Tuned,Prompt 1,"""你居然一直在欺骗我们""", You actually were deceiving us,You have been deceiving us all along,2,2,2,0,,3.0,3.0,2.0,0.0,3.0,3.0,2.0,0.0,3.0,3.0,2.0,0.0
